gks_scale,apd_mean_v,apd_std_v,apd_mean_ca,apd_std_ca
1.0,240.05055938112017,2.3301240877391045,220.27107669054047,10.012303376519423
0.25,215.93521668711557,98.25313672894833,230.1249541191002,15.848525966829605
0.5,234.4892514954295,44.01965116206098,226.5990738227364,13.37100128097787
0.75,239.01795427895578,24.848460921082037,223.31492477409597,11.48771193974521
1.25,236.86715194177708,1.4608140696207725,217.44825118414255,8.826389914703617
1.5,233.872197358838,1.1395419590745122,214.8232213131412,7.853372002372902
2.0,228.40768886634183,0.8497426269505843,210.07919349254684,6.353956209252109
