t_ms,ecg_mV
284.000,-0.004799
284.050,-0.004804
284.100,-0.004808
284.150,-0.004812
284.200,-0.004816
284.250,-0.004821
284.300,-0.004825
284.350,-0.004829
284.400,-0.004833
284.450,-0.004837
284.500,-0.004842
284.550,-0.004846
284.600,-0.004850
284.650,-0.004854
284.700,-0.004858
284.750,-0.004862
284.800,-0.004867
284.850,-0.004871
284.900,-0.004875
284.950,-0.004879
285.000,-0.004883
285.050,-0.004887
285.100,-0.004891
285.150,-0.004895
285.200,-0.004899
285.250,-0.004904
285.300,-0.004908
285.350,-0.004912
285.400,-0.004916
285.450,-0.004920
285.500,-0.004924
285.550,-0.004928
285.600,-0.004932
285.650,-0.004936
285.700,-0.004940
285.750,-0.004944
285.800,-0.004948
285.850,-0.004951
285.900,-0.004955
285.950,-0.004959
286.000,-0.004963
286.050,-0.004967
286.100,-0.004971
286.150,-0.004975
286.200,-0.004979
286.250,-0.004983
286.300,-0.004986
286.350,-0.004990
286.400,-0.004994
286.450,-0.004998
286.500,-0.005002
286.550,-0.005006
286.600,-0.005009
286.650,-0.005013
286.700,-0.005017
286.750,-0.005021
286.800,-0.005024
286.850,-0.005028
286.900,-0.005032
286.950,-0.005036
287.000,-0.005039
287.050,-0.005043
287.100,-0.005047
287.150,-0.005050
287.200,-0.005054
287.250,-0.005058
287.300,-0.005061
287.350,-0.005065
287.400,-0.005069
287.450,-0.005072
287.500,-0.005076
287.550,-0.005080
287.600,-0.005083
287.650,-0.005087
287.700,-0.005090
287.750,-0.005094
287.800,-0.005098
287.850,-0.005101
287.900,-0.005105
287.950,-0.005108
288.000,-0.005112
288.050,-0.005115
288.100,-0.005119
288.150,-0.005122
288.200,-0.005126
288.250,-0.005129
288.300,-0.005133
288.350,-0.005136
288.400,-0.005140
288.450,-0.005143
288.500,-0.005147
288.550,-0.005150
288.600,-0.005153
288.650,-0.005157
288.700,-0.005160
288.750,-0.005164
288.800,-0.005167
288.850,-0.005170
288.900,-0.005174
288.950,-0.005177
289.000,-0.005181
289.050,-0.005184
289.100,-0.005187
289.150,-0.005191
289.200,-0.005194
289.250,-0.005197
289.300,-0.005201
289.350,-0.005204
289.400,-0.005207
289.450,-0.005210
289.500,-0.005214
289.550,-0.005217
289.600,-0.005220
289.650,-0.005223
289.700,-0.005227
289.750,-0.005230
289.800,-0.005233
289.850,-0.005236
289.900,-0.005240
289.950,-0.005243
290.000,-0.005246
290.050,-0.005249
290.100,-0.005252
290.150,-0.005255
290.200,-0.005259
290.250,-0.005262
290.300,-0.005265
290.350,-0.005268
290.400,-0.005271
290.450,-0.005274
290.500,-0.005277
290.550,-0.005281
290.600,-0.005284
290.650,-0.005287
290.700,-0.005290
290.750,-0.005293
290.800,-0.005296
290.850,-0.005299
290.900,-0.005302
290.950,-0.005305
291.000,-0.005308
291.050,-0.005311
291.100,-0.005314
291.150,-0.005317
291.200,-0.005320
291.250,-0.005323
291.300,-0.005326
291.350,-0.005329
291.400,-0.005332
291.450,-0.005335
291.500,-0.005338
291.550,-0.005341
291.600,-0.005344
291.650,-0.005347
291.700,-0.005350
291.750,-0.005353
291.800,-0.005356
291.850,-0.005359
291.900,-0.005362
291.950,-0.005365
292.000,-0.005368
292.050,-0.005371
292.100,-0.005374
292.150,-0.005377
292.200,-0.005380
292.250,-0.005383
292.300,-0.005385
292.350,-0.005388
292.400,-0.005391
292.450,-0.005394
292.500,-0.005397
292.550,-0.005400
292.600,-0.005403
292.650,-0.005406
292.700,-0.005408
292.750,-0.005411
292.800,-0.005414
292.850,-0.005417
292.900,-0.005420
292.950,-0.005423
293.000,-0.005426
293.050,-0.005428
293.100,-0.005431
293.150,-0.005434
293.200,-0.005437
293.250,-0.005440
293.300,-0.005442
293.350,-0.005445
293.400,-0.005448
293.450,-0.005451
293.500,-0.005454
293.550,-0.005456
293.600,-0.005459
293.650,-0.005462
293.700,-0.005465
293.750,-0.005468
293.800,-0.005470
293.850,-0.005473
293.900,-0.005476
293.950,-0.005479
294.000,-0.005481
294.050,-0.005484
294.100,-0.005487
294.150,-0.005490
294.200,-0.005492
294.250,-0.005495
294.300,-0.005498
294.350,-0.005501
294.400,-0.005503
294.450,-0.005506
294.500,-0.005509
294.550,-0.005512
294.600,-0.005514
294.650,-0.005517
294.700,-0.005520
294.750,-0.005522
294.800,-0.005525
294.850,-0.005528
294.900,-0.005531
294.950,-0.005533
295.000,-0.005536
295.050,-0.005539
295.100,-0.005541
295.150,-0.005544
295.200,-0.005547
295.250,-0.005549
295.300,-0.005552
295.350,-0.005555
295.400,-0.005558
295.450,-0.005560
295.500,-0.005563
295.550,-0.005566
295.600,-0.005568
295.650,-0.005571
295.700,-0.005574
295.750,-0.005576
295.800,-0.005579
295.850,-0.005582
295.900,-0.005584
295.950,-0.005587
296.000,-0.005590
296.050,-0.005592
296.100,-0.005595
296.150,-0.005598
296.200,-0.005600
296.250,-0.005603
296.300,-0.005606
296.350,-0.005608
296.400,-0.005611
296.450,-0.005614
296.500,-0.005616
296.550,-0.005619
296.600,-0.005622
296.650,-0.005624
296.700,-0.005627
296.750,-0.005630
296.800,-0.005632
296.850,-0.005635
296.900,-0.005638
296.950,-0.005640
297.000,-0.005643
297.050,-0.005646
297.100,-0.005648
297.150,-0.005651
297.200,-0.005653
297.250,-0.005656
297.300,-0.005659
297.350,-0.005661
297.400,-0.005664
297.450,-0.005667
297.500,-0.005669
297.550,-0.005672
297.600,-0.005675
297.650,-0.005677
297.700,-0.005680
297.750,-0.005682
297.800,-0.005685
297.850,-0.005688
297.900,-0.005690
297.950,-0.005693
298.000,-0.005696
298.050,-0.005698
298.100,-0.005701
298.150,-0.005703
298.200,-0.005706
298.250,-0.005709
298.300,-0.005711
298.350,-0.005714
298.400,-0.005716
298.450,-0.005719
298.500,-0.005722
298.550,-0.005724
298.600,-0.005727
298.650,-0.005729
298.700,-0.005732
298.750,-0.005735
298.800,-0.005737
298.850,-0.005740
298.900,-0.005743
298.950,-0.005745
299.000,-0.005748
299.050,-0.005750
299.100,-0.005753
299.150,-0.005756
299.200,-0.005758
299.250,-0.005761
299.300,-0.005763
299.350,-0.005766
299.400,-0.005769
299.450,-0.005771
299.500,-0.005774
299.550,-0.005777
299.600,-0.005779
299.650,-0.005782
299.700,-0.005784
299.750,-0.005787
299.800,-0.005790
299.850,-0.005792
299.900,-0.005795
299.950,-0.005797
