t_ms,ecg_mV
0.000,-0.006023
0.050,-0.005876
0.100,-0.005730
0.150,-0.005585
0.200,-0.005440
0.250,-0.005296
0.300,-0.005153
0.350,-0.005009
0.400,-0.004866
0.450,-0.004722
0.500,-0.004576
0.550,-0.004420
0.600,-0.004224
0.650,-0.003862
0.700,-0.002878
0.750,-0.002006
0.800,-0.001656
0.850,-0.001450
0.900,-0.001290
0.950,-0.001146
1.000,-0.001104
1.050,-0.001060
1.100,-0.001017
1.150,-0.000973
1.200,-0.000931
1.250,-0.000888
1.300,-0.000847
1.350,-0.000806
1.400,-0.000766
1.450,-0.000726
1.500,-0.000687
1.550,-0.000648
1.600,-0.000611
1.650,-0.000573
1.700,-0.000536
1.750,-0.000500
1.800,-0.000464
1.850,-0.000429
1.900,-0.000394
1.950,-0.000359
2.000,-0.000324
2.050,-0.000287
2.100,-0.000241
2.150,-0.000195
2.200,-0.000158
2.250,-0.000124
2.300,-0.000092
2.350,-0.000060
2.400,-0.000029
2.450,0.000001
2.500,0.000030
2.550,0.000059
2.600,0.000088
2.650,0.000116
2.700,0.000144
2.750,0.000172
2.800,0.000199
2.850,0.000226
2.900,0.000252
2.950,0.000279
3.000,0.000304
3.050,0.000330
3.100,0.000355
3.150,0.000380
3.200,0.000405
3.250,0.000429
3.300,0.000454
3.350,0.000478
3.400,0.000502
3.450,0.000527
3.500,0.000553
3.550,0.000588
3.600,0.000625
3.650,0.000653
3.700,0.000677
3.750,0.000700
3.800,0.000722
3.850,0.000743
3.900,0.000764
3.950,0.000784
4.000,0.000804
4.050,0.000824
4.100,0.000844
4.150,0.000863
4.200,0.000882
4.250,0.000901
4.300,0.000919
4.350,0.000937
4.400,0.000955
4.450,0.000973
4.500,0.000991
4.550,0.001008
4.600,0.001026
4.650,0.001043
4.700,0.001060
4.750,0.001076
4.800,0.001093
4.850,0.001110
4.900,0.001127
4.950,0.001146
5.000,0.001172
5.050,0.001204
5.100,0.001226
5.150,0.001244
5.200,0.001261
5.250,0.001276
5.300,0.001291
5.350,0.001306
5.400,0.001320
5.450,0.001334
5.500,0.001347
5.550,0.001361
5.600,0.001374
5.650,0.001387
5.700,0.001400
5.750,0.001412
5.800,0.001425
5.850,0.001437
5.900,0.001450
5.950,0.001462
6.000,0.001474
6.050,0.001485
6.100,0.001497
6.150,0.001509
6.200,0.001520
6.250,0.001532
6.300,0.001544
6.350,0.001556
6.400,0.001570
6.450,0.001589
6.500,0.001617
6.550,0.001637
6.600,0.001650
6.650,0.001662
6.700,0.001673
6.750,0.001684
6.800,0.001694
6.850,0.001704
6.900,0.001713
6.950,0.001723
7.000,0.001732
7.050,0.001741
7.100,0.001750
7.150,0.001759
7.200,0.001768
7.250,0.001776
7.300,0.001785
7.350,0.001793
7.400,0.001802
7.450,0.001810
7.500,0.001818
7.550,0.001826
7.600,0.001834
7.650,0.001842
7.700,0.001850
7.750,0.001859
7.800,0.001868
7.850,0.001878
7.900,0.001893
7.950,0.001919
8.000,0.001936
8.050,0.001947
8.100,0.001956
8.150,0.001964
8.200,0.001972
8.250,0.001979
8.300,0.001986
8.350,0.001993
8.400,0.001999
8.450,0.002006
8.500,0.002012
8.550,0.002018
8.600,0.002024
8.650,0.002031
8.700,0.002037
8.750,0.002043
8.800,0.002049
8.850,0.002054
8.900,0.002060
8.950,0.002066
9.000,0.002072
9.050,0.002078
9.100,0.002083
9.150,0.002089
9.200,0.002095
9.250,0.002102
9.300,0.002110
9.350,0.002122
9.400,0.002145
9.450,0.002162
9.500,0.002172
9.550,0.002179
9.600,0.002185
9.650,0.002191
9.700,0.002196
9.750,0.002201
9.800,0.002206
9.850,0.002211
9.900,0.002216
9.950,0.002220
10.000,0.002225
10.050,0.002229
10.100,0.002234
10.150,0.002238
10.200,0.002242
10.250,0.002247
10.300,0.002251
10.350,0.002255
10.400,0.002259
10.450,0.002264
10.500,0.002268
10.550,0.002272
10.600,0.002277
10.650,0.002281
10.700,0.002286
10.750,0.002292
10.800,0.002301
10.850,0.002321
10.900,0.002340
10.950,0.002349
11.000,0.002356
11.050,0.002361
11.100,0.002365
11.150,0.002370
11.200,0.002373
11.250,0.002377
11.300,0.002381
11.350,0.002384
11.400,0.002388
11.450,0.002391
11.500,0.002394
11.550,0.002397
11.600,0.002401
11.650,0.002404
11.700,0.002407
11.750,0.002410
11.800,0.002413
11.850,0.002416
11.900,0.002420
11.950,0.002423
12.000,0.002426
12.050,0.002429
12.100,0.002433
12.150,0.002436
12.200,0.002441
12.250,0.002447
12.300,0.002461
12.350,0.002483
12.400,0.002495
12.450,0.002502
12.500,0.002506
12.550,0.002510
12.600,0.002513
12.650,0.002516
12.700,0.002519
12.750,0.002522
12.800,0.002525
12.850,0.002527
12.900,0.002530
12.950,0.002532
13.000,0.002535
13.050,0.002537
13.100,0.002539
13.150,0.002542
13.200,0.002544
13.250,0.002547
13.300,0.002549
13.350,0.002551
13.400,0.002554
13.450,0.002556
13.500,0.002559
13.550,0.002561
13.600,0.002564
13.650,0.002568
13.700,0.002573
13.750,0.002584
13.800,0.002606
13.850,0.002620
13.900,0.002626
13.950,0.002630
14.000,0.002634
14.050,0.002637
14.100,0.002639
14.150,0.002641
14.200,0.002643
14.250,0.002645
14.300,0.002647
14.350,0.002649
14.400,0.002651
14.450,0.002653
14.500,0.002655
14.550,0.002656
14.600,0.002658
14.650,0.002660
14.700,0.002662
14.750,0.002663
14.800,0.002665
14.850,0.002667
14.900,0.002669
14.950,0.002671
15.000,0.002673
15.050,0.002676
15.100,0.002678
15.150,0.002683
15.200,0.002692
15.250,0.002713
15.300,0.002729
15.350,0.002735
15.400,0.002739
15.450,0.002742
15.500,0.002745
15.550,0.002747
15.600,0.002748
15.650,0.002750
15.700,0.002752
15.750,0.002753
15.800,0.002755
15.850,0.002756
15.900,0.002757
15.950,0.002759
16.000,0.002760
16.050,0.002761
16.100,0.002763
16.150,0.002764
16.200,0.002765
16.250,0.002767
16.300,0.002768
16.350,0.002770
16.400,0.002771
16.450,0.002773
16.500,0.002775
16.550,0.002777
16.600,0.002781
16.650,0.002788
16.700,0.002806
16.750,0.002825
16.800,0.002833
16.850,0.002837
16.900,0.002840
16.950,0.002842
17.000,0.002844
17.050,0.002846
17.100,0.002847
17.150,0.002848
17.200,0.002849
17.250,0.002850
17.300,0.002852
17.350,0.002853
17.400,0.002854
17.450,0.002855
17.500,0.002856
17.550,0.002857
17.600,0.002858
17.650,0.002859
17.700,0.002860
17.750,0.002861
17.800,0.002862
17.850,0.002863
17.900,0.002865
17.950,0.002866
18.000,0.002868
18.050,0.002871
18.100,0.002876
18.150,0.002888
18.200,0.002911
18.250,0.002923
18.300,0.002928
18.350,0.002931
18.400,0.002933
18.450,0.002935
18.500,0.002936
18.550,0.002937
18.600,0.002938
18.650,0.002939
18.700,0.002940
18.750,0.002941
18.800,0.002942
18.850,0.002943
18.900,0.002944
18.950,0.002944
19.000,0.002945
19.050,0.002946
19.100,0.002947
19.150,0.002948
19.200,0.002948
19.250,0.002949
19.300,0.002950
19.350,0.002952
19.400,0.002953
19.450,0.002955
19.500,0.002957
19.550,0.002961
19.600,0.002972
19.650,0.002995
19.700,0.003008
19.750,0.003014
19.800,0.003017
19.850,0.003019
19.900,0.003021
19.950,0.003022
20.000,0.003023
20.050,0.003024
20.100,0.003025
20.150,0.003026
20.200,0.003027
20.250,0.003027
20.300,0.003028
20.350,0.003028
20.400,0.003029
20.450,0.003030
20.500,0.003030
20.550,0.003031
20.600,0.003032
20.650,0.003032
20.700,0.003033
20.750,0.003034
20.800,0.003035
20.850,0.003036
20.900,0.003038
20.950,0.003040
21.000,0.003043
21.050,0.003052
21.100,0.003075
21.150,0.003091
21.200,0.003097
21.250,0.003101
21.300,0.003103
21.350,0.003105
21.400,0.003106
21.450,0.003107
21.500,0.003108
21.550,0.003108
21.600,0.003109
21.650,0.003109
21.700,0.003110
21.750,0.003111
21.800,0.003111
21.850,0.003112
21.900,0.003112
21.950,0.003113
22.000,0.003113
22.050,0.003114
22.100,0.003114
22.150,0.003115
22.200,0.003116
22.250,0.003116
22.300,0.003117
22.350,0.003119
22.400,0.003120
22.450,0.003123
22.500,0.003130
22.550,0.003149
22.600,0.003170
22.650,0.003178
22.700,0.003182
22.750,0.003185
22.800,0.003186
22.850,0.003188
22.900,0.003188
22.950,0.003189
23.000,0.003190
23.050,0.003190
23.100,0.003191
23.150,0.003191
23.200,0.003192
23.250,0.003192
23.300,0.003193
23.350,0.003193
23.400,0.003193
23.450,0.003194
23.500,0.003194
23.550,0.003195
23.600,0.003195
23.650,0.003196
23.700,0.003197
23.750,0.003198
23.800,0.003199
23.850,0.003200
23.900,0.003202
23.950,0.003207
24.000,0.003220
24.050,0.003245
24.100,0.003258
24.150,0.003263
24.200,0.003266
24.250,0.003268
24.300,0.003269
24.350,0.003270
24.400,0.003271
24.450,0.003272
24.500,0.003272
24.550,0.003273
24.600,0.003273
24.650,0.003273
24.700,0.003274
24.750,0.003274
24.800,0.003274
24.850,0.003275
24.900,0.003275
24.950,0.003276
25.000,0.003276
25.050,0.003277
25.100,0.003277
25.150,0.003278
25.200,0.003278
25.250,0.003279
25.300,0.003281
25.350,0.003283
25.400,0.003287
25.450,0.003298
25.500,0.003324
25.550,0.003339
25.600,0.003345
25.650,0.003348
25.700,0.003350
25.750,0.003351
25.800,0.003352
25.850,0.003353
25.900,0.003354
25.950,0.003354
26.000,0.003355
26.050,0.003355
26.100,0.003355
26.150,0.003356
26.200,0.003356
26.250,0.003356
26.300,0.003356
26.350,0.003357
26.400,0.003357
26.450,0.003357
26.500,0.003358
26.550,0.003358
26.600,0.003359
26.650,0.003360
26.700,0.003360
26.750,0.003362
26.800,0.003364
26.850,0.003367
26.900,0.003377
26.950,0.003401
27.000,0.003420
27.050,0.003427
27.100,0.003430
27.150,0.003432
27.200,0.003434
27.250,0.003435
27.300,0.003435
27.350,0.003436
27.400,0.003436
27.450,0.003437
27.500,0.003437
27.550,0.003437
27.600,0.003438
27.650,0.003438
27.700,0.003438
27.750,0.003438
27.800,0.003439
27.850,0.003439
27.900,0.003439
27.950,0.003440
28.000,0.003440
28.050,0.003441
28.100,0.003441
28.150,0.003442
28.200,0.003443
28.250,0.003445
28.300,0.003448
28.350,0.003455
28.400,0.003474
28.450,0.003498
28.500,0.003508
28.550,0.003513
28.600,0.003515
28.650,0.003517
28.700,0.003518
28.750,0.003519
28.800,0.003519
28.850,0.003520
28.900,0.003520
28.950,0.003521
29.000,0.003521
29.050,0.003521
29.100,0.003521
29.150,0.003521
29.200,0.003522
29.250,0.003522
29.300,0.003522
29.350,0.003522
29.400,0.003523
29.450,0.003523
29.500,0.003524
29.550,0.003524
29.600,0.003525
29.650,0.003526
29.700,0.003527
29.750,0.003530
29.800,0.003535
29.850,0.003548
29.900,0.003576
29.950,0.003591
30.000,0.003597
30.050,0.003600
30.100,0.003602
30.150,0.003603
30.200,0.003604
30.250,0.003605
30.300,0.003605
30.350,0.003606
30.400,0.003606
30.450,0.003606
30.500,0.003606
30.550,0.003607
30.600,0.003607
30.650,0.003607
30.700,0.003607
30.750,0.003608
30.800,0.003608
30.850,0.003608
30.900,0.003608
30.950,0.003609
31.000,0.003609
31.050,0.003610
31.100,0.003611
31.150,0.003612
31.200,0.003615
31.250,0.003619
31.300,0.003631
31.350,0.003659
31.400,0.003677
31.450,0.003683
31.500,0.003687
31.550,0.003689
31.600,0.003690
31.650,0.003691
31.700,0.003692
31.750,0.003692
31.800,0.003693
31.850,0.003693
31.900,0.003693
31.950,0.003694
32.000,0.003694
32.050,0.003694
32.100,0.003694
32.150,0.003694
32.200,0.003694
32.250,0.003695
32.300,0.003695
32.350,0.003695
32.400,0.003696
32.450,0.003696
32.500,0.003697
32.550,0.003698
32.600,0.003699
32.650,0.003701
32.700,0.003705
32.750,0.003715
32.800,0.003742
32.850,0.003763
32.900,0.003771
32.950,0.003775
33.000,0.003777
33.050,0.003779
33.100,0.003780
33.150,0.003781
33.200,0.003781
33.250,0.003782
33.300,0.003782
33.350,0.003782
33.400,0.003782
33.450,0.003782
33.500,0.003783
33.550,0.003783
33.600,0.003783
33.650,0.003783
33.700,0.003783
33.750,0.003783
33.800,0.003784
33.850,0.003784
33.900,0.003785
33.950,0.003785
34.000,0.003786
34.050,0.003787
34.100,0.003789
34.150,0.003792
34.200,0.003799
34.250,0.003820
34.300,0.003848
34.350,0.003860
34.400,0.003865
34.450,0.003868
34.500,0.003869
34.550,0.003871
34.600,0.003871
34.650,0.003872
34.700,0.003872
34.750,0.003873
34.800,0.003873
34.850,0.003873
34.900,0.003873
34.950,0.003873
35.000,0.003873
35.050,0.003874
35.100,0.003874
35.150,0.003874
35.200,0.003874
35.250,0.003874
35.300,0.003875
35.350,0.003875
35.400,0.003876
35.450,0.003876
35.500,0.003877
35.550,0.003879
35.600,0.003881
35.650,0.003887
35.700,0.003902
35.750,0.003933
35.800,0.003950
35.850,0.003957
35.900,0.003960
35.950,0.003962
36.000,0.003964
36.050,0.003965
36.100,0.003965
36.150,0.003966
36.200,0.003966
36.250,0.003966
36.300,0.003966
36.350,0.003967
36.400,0.003967
36.450,0.003967
36.500,0.003967
36.550,0.003967
36.600,0.003967
36.650,0.003967
36.700,0.003968
36.750,0.003968
36.800,0.003968
36.850,0.003969
36.900,0.003969
36.950,0.003970
37.000,0.003972
37.050,0.003974
37.100,0.003979
37.150,0.003992
37.200,0.004024
37.250,0.004044
37.300,0.004052
37.350,0.004056
37.400,0.004058
37.450,0.004059
37.500,0.004060
37.550,0.004061
37.600,0.004061
37.650,0.004062
37.700,0.004062
37.750,0.004062
37.800,0.004062
37.850,0.004062
37.900,0.004062
37.950,0.004062
38.000,0.004063
38.050,0.004063
38.100,0.004063
38.150,0.004063
38.200,0.004063
38.250,0.004064
38.300,0.004064
38.350,0.004065
38.400,0.004065
38.450,0.004067
38.500,0.004069
38.550,0.004073
38.600,0.004084
38.650,0.004114
38.700,0.004139
38.750,0.004148
38.800,0.004153
38.850,0.004155
38.900,0.004157
38.950,0.004158
39.000,0.004159
39.050,0.004159
39.100,0.004159
39.150,0.004160
39.200,0.004160
39.250,0.004160
39.300,0.004160
39.350,0.004160
39.400,0.004160
39.450,0.004160
39.500,0.004160
39.550,0.004160
39.600,0.004161
39.650,0.004161
39.700,0.004161
39.750,0.004161
39.800,0.004162
39.850,0.004163
39.900,0.004164
39.950,0.004166
40.000,0.004169
40.050,0.004177
40.100,0.004199
40.150,0.004231
40.200,0.004246
40.250,0.004252
40.300,0.004255
40.350,0.004257
40.400,0.004258
40.450,0.004259
40.500,0.004260
40.550,0.004260
40.600,0.004260
40.650,0.004260
40.700,0.004261
40.750,0.004261
40.800,0.004261
40.850,0.004261
40.900,0.004261
40.950,0.004261
41.000,0.004261
41.050,0.004261
41.100,0.004261
41.150,0.004262
41.200,0.004262
41.250,0.004262
41.300,0.004263
41.350,0.004264
41.400,0.004266
41.450,0.004268
41.500,0.004275
41.550,0.004292
41.600,0.004327
41.650,0.004347
41.700,0.004354
41.750,0.004358
41.800,0.004360
41.850,0.004362
41.900,0.004363
41.950,0.004363
42.000,0.004364
42.050,0.004364
42.100,0.004364
42.150,0.004364
42.200,0.004364
42.250,0.004364
42.300,0.004364
42.350,0.004365
42.400,0.004365
42.450,0.004365
42.500,0.004365
42.550,0.004365
42.600,0.004365
42.650,0.004365
42.700,0.004366
42.750,0.004367
42.800,0.004368
42.850,0.004369
42.900,0.004372
42.950,0.004377
43.000,0.004392
43.050,0.004428
43.100,0.004451
43.150,0.004460
43.200,0.004464
43.250,0.004467
43.300,0.004468
43.350,0.004469
43.400,0.004470
43.450,0.004470
43.500,0.004471
43.550,0.004471
43.600,0.004471
43.650,0.004471
43.700,0.004471
43.750,0.004471
43.800,0.004471
43.850,0.004471
43.900,0.004471
43.950,0.004471
44.000,0.004471
44.050,0.004471
44.100,0.004472
44.150,0.004472
44.200,0.004473
44.250,0.004474
44.300,0.004475
44.350,0.004477
44.400,0.004482
44.450,0.004494
44.500,0.004528
44.550,0.004556
44.600,0.004567
44.650,0.004572
44.700,0.004575
44.750,0.004577
44.800,0.004578
44.850,0.004579
44.900,0.004579
44.950,0.004580
45.000,0.004580
45.050,0.004580
45.100,0.004580
45.150,0.004580
45.200,0.004580
45.250,0.004580
45.300,0.004580
45.350,0.004580
45.400,0.004580
45.450,0.004580
45.500,0.004580
45.550,0.004581
45.600,0.004581
45.650,0.004581
45.700,0.004582
45.750,0.004583
45.800,0.004585
45.850,0.004589
45.900,0.004597
45.950,0.004622
46.000,0.004660
46.050,0.004676
46.100,0.004683
46.150,0.004687
46.200,0.004689
46.250,0.004691
46.300,0.004691
46.350,0.004692
46.400,0.004692
46.450,0.004693
46.500,0.004693
46.550,0.004693
46.600,0.004693
46.650,0.004693
46.700,0.004693
46.750,0.004693
46.800,0.004693
46.850,0.004693
46.900,0.004693
46.950,0.004693
47.000,0.004693
47.050,0.004694
47.100,0.004694
47.150,0.004695
47.200,0.004696
47.250,0.004698
47.300,0.004701
47.350,0.004708
47.400,0.004727
47.450,0.004768
47.500,0.004790
47.550,0.004798
47.600,0.004803
47.650,0.004805
47.700,0.004807
47.750,0.004808
47.800,0.004809
47.850,0.004809
47.900,0.004809
47.950,0.004809
48.000,0.004809
48.050,0.004809
48.100,0.004809
48.150,0.004809
48.200,0.004809
48.250,0.004809
48.300,0.004809
48.350,0.004809
48.400,0.004810
48.450,0.004810
48.500,0.004810
48.550,0.004810
48.600,0.004811
48.650,0.004812
48.700,0.004814
48.750,0.004817
48.800,0.004823
48.850,0.004840
48.900,0.004881
48.950,0.004908
49.000,0.004917
49.050,0.004922
49.100,0.004925
49.150,0.004927
49.200,0.004928
49.250,0.004929
49.300,0.004929
49.350,0.004929
49.400,0.004929
49.450,0.004930
49.500,0.004929
49.550,0.004929
49.600,0.004929
49.650,0.004929
49.700,0.004929
49.750,0.004929
49.800,0.004929
49.850,0.004929
49.900,0.004930
49.950,0.004930
50.000,0.004930
50.050,0.004931
50.100,0.004932
50.150,0.004933
50.200,0.004936
50.250,0.004941
50.300,0.004955
50.350,0.004994
50.400,0.005027
50.450,0.005039
50.500,0.005045
50.550,0.005048
50.600,0.005050
50.650,0.005051
50.700,0.005052
50.750,0.005052
50.800,0.005053
50.850,0.005053
50.900,0.005053
50.950,0.005053
51.000,0.005053
51.050,0.005053
51.100,0.005053
51.150,0.005053
51.200,0.005053
51.250,0.005053
51.300,0.005053
51.350,0.005053
51.400,0.005053
51.450,0.005053
51.500,0.005054
51.550,0.005055
51.600,0.005056
51.650,0.005058
51.700,0.005062
51.750,0.005072
51.800,0.005101
51.850,0.005144
51.900,0.005162
51.950,0.005170
52.000,0.005174
52.050,0.005177
52.100,0.005178
52.150,0.005179
52.200,0.005180
52.250,0.005180
52.300,0.005181
52.350,0.005181
52.400,0.005181
52.450,0.005181
52.500,0.005180
52.550,0.005180
52.600,0.005180
52.650,0.005180
52.700,0.005180
52.750,0.005180
52.800,0.005180
52.850,0.005180
52.900,0.005181
52.950,0.005181
53.000,0.005182
53.050,0.005183
53.100,0.005185
53.150,0.005189
53.200,0.005196
53.250,0.005219
53.300,0.005266
53.350,0.005291
53.400,0.005301
53.450,0.005306
53.500,0.005309
53.550,0.005311
53.600,0.005312
53.650,0.005312
53.700,0.005313
53.750,0.005313
53.800,0.005313
53.850,0.005313
53.900,0.005313
53.950,0.005313
54.000,0.005313
54.050,0.005313
54.100,0.005313
54.150,0.005312
54.200,0.005312
54.250,0.005313
54.300,0.005313
54.350,0.005313
54.400,0.005313
54.450,0.005314
54.500,0.005315
54.550,0.005317
54.600,0.005320
54.650,0.005327
54.700,0.005347
54.750,0.005395
54.800,0.005425
54.850,0.005436
54.900,0.005442
54.950,0.005445
55.000,0.005447
55.050,0.005448
55.100,0.005449
55.150,0.005449
55.200,0.005450
55.250,0.005450
55.300,0.005450
55.350,0.005450
55.400,0.005449
55.450,0.005449
55.500,0.005449
55.550,0.005449
55.600,0.005449
55.650,0.005449
55.700,0.005449
55.750,0.005449
55.800,0.005449
55.850,0.005450
55.900,0.005450
55.950,0.005451
56.000,0.005453
56.050,0.005456
56.100,0.005462
56.150,0.005478
56.200,0.005523
56.250,0.005561
56.300,0.005575
56.350,0.005581
56.400,0.005585
56.450,0.005587
56.500,0.005589
56.550,0.005590
56.600,0.005590
56.650,0.005590
56.700,0.005590
56.750,0.005590
56.800,0.005590
56.850,0.005590
56.900,0.005590
56.950,0.005590
57.000,0.005590
57.050,0.005590
57.100,0.005590
57.150,0.005590
57.200,0.005590
57.250,0.005590
57.300,0.005590
57.350,0.005591
57.400,0.005592
57.450,0.005593
57.500,0.005596
57.550,0.005600
57.600,0.005612
57.650,0.005645
57.700,0.005695
57.750,0.005716
57.800,0.005725
57.850,0.005730
57.900,0.005733
57.950,0.005735
58.000,0.005736
58.050,0.005736
58.100,0.005737
58.150,0.005737
58.200,0.005737
58.250,0.005737
58.300,0.005737
58.350,0.005736
58.400,0.005736
58.450,0.005736
58.500,0.005736
58.550,0.005736
58.600,0.005736
58.650,0.005736
58.700,0.005736
58.750,0.005736
58.800,0.005737
58.850,0.005738
58.900,0.005739
58.950,0.005741
59.000,0.005745
59.050,0.005754
59.100,0.005780
59.150,0.005834
59.200,0.005864
59.250,0.005875
59.300,0.005881
59.350,0.005884
59.400,0.005886
59.450,0.005888
59.500,0.005888
59.550,0.005889
59.600,0.005889
59.650,0.005889
59.700,0.005889
59.750,0.005889
59.800,0.005889
59.850,0.005888
59.900,0.005888
59.950,0.005888
60.000,0.005888
60.050,0.005888
60.100,0.005888
60.150,0.005888
60.200,0.005888
60.250,0.005889
60.300,0.005889
60.350,0.005891
60.400,0.005893
60.450,0.005897
60.500,0.005905
60.550,0.005928
60.600,0.005983
60.650,0.006018
60.700,0.006031
60.750,0.006038
60.800,0.006041
60.850,0.006043
60.900,0.006045
60.950,0.006046
61.000,0.006046
61.050,0.006046
61.100,0.006046
61.150,0.006046
61.200,0.006046
61.250,0.006046
61.300,0.006046
61.350,0.006045
61.400,0.006045
61.450,0.006045
61.500,0.006045
61.550,0.006045
61.600,0.006045
61.650,0.006045
61.700,0.006046
61.750,0.006046
61.800,0.006048
61.850,0.006050
61.900,0.006053
61.950,0.006060
62.000,0.006079
62.050,0.006131
62.100,0.006175
62.150,0.006191
62.200,0.006199
62.250,0.006203
62.300,0.006205
62.350,0.006207
62.400,0.006208
62.450,0.006208
62.500,0.006209
62.550,0.006209
62.600,0.006209
62.650,0.006209
62.700,0.006208
62.750,0.006208
62.800,0.006208
62.850,0.006208
62.900,0.006208
62.950,0.006207
63.000,0.006207
63.050,0.006207
63.100,0.006208
63.150,0.006208
63.200,0.006209
63.250,0.006210
63.300,0.006211
63.350,0.006214
63.400,0.006220
63.450,0.006233
63.500,0.006272
63.550,0.006330
63.600,0.006355
63.650,0.006365
63.700,0.006371
63.750,0.006374
63.800,0.006376
63.850,0.006377
63.900,0.006378
63.950,0.006378
64.000,0.006378
64.050,0.006378
64.100,0.006378
64.150,0.006378
64.200,0.006378
64.250,0.006377
64.300,0.006377
64.350,0.006377
64.400,0.006377
64.450,0.006377
64.500,0.006377
64.550,0.006377
64.600,0.006377
64.650,0.006378
64.700,0.006379
64.750,0.006380
64.800,0.006383
64.850,0.006387
64.900,0.006398
64.950,0.006428
65.000,0.006491
65.050,0.006526
65.100,0.006539
65.150,0.006546
65.200,0.006550
65.250,0.006552
65.300,0.006553
65.350,0.006554
65.400,0.006555
65.450,0.006555
65.500,0.006555
65.550,0.006555
65.600,0.006554
65.650,0.006554
65.700,0.006554
65.750,0.006554
65.800,0.006553
65.850,0.006553
65.900,0.006553
65.950,0.006553
66.000,0.006553
66.050,0.006553
66.100,0.006554
66.150,0.006555
66.200,0.006556
66.250,0.006559
66.300,0.006563
66.350,0.006573
66.400,0.006600
66.450,0.006664
66.500,0.006705
66.550,0.006721
66.600,0.006728
66.650,0.006732
66.700,0.006735
66.750,0.006736
66.800,0.006737
66.850,0.006738
66.900,0.006738
66.950,0.006738
67.000,0.006738
67.050,0.006737
67.100,0.006737
67.150,0.006737
67.200,0.006737
67.250,0.006736
67.300,0.006736
67.350,0.006736
67.400,0.006736
67.450,0.006736
67.500,0.006736
67.550,0.006737
67.600,0.006738
67.650,0.006739
67.700,0.006741
67.750,0.006745
67.800,0.006754
67.850,0.006776
67.900,0.006837
67.950,0.006888
68.000,0.006907
68.050,0.006916
68.100,0.006921
68.150,0.006924
68.200,0.006926
68.250,0.006927
68.300,0.006927
68.350,0.006927
68.400,0.006927
68.450,0.006927
68.500,0.006927
68.550,0.006927
68.600,0.006927
68.650,0.006926
68.700,0.006926
68.750,0.006926
68.800,0.006926
68.850,0.006925
68.900,0.006925
68.950,0.006926
69.000,0.006926
69.050,0.006927
69.100,0.006928
69.150,0.006930
69.200,0.006933
69.250,0.006940
69.300,0.006955
69.350,0.007002
69.400,0.007069
69.450,0.007098
69.500,0.007111
69.550,0.007117
69.600,0.007121
69.650,0.007123
69.700,0.007124
69.750,0.007125
69.800,0.007125
69.850,0.007125
69.900,0.007125
69.950,0.007125
70.000,0.007125
70.050,0.007125
70.100,0.007124
70.150,0.007124
70.200,0.007124
70.250,0.007123
70.300,0.007123
70.350,0.007123
70.400,0.007123
70.450,0.007124
70.500,0.007124
70.550,0.007125
70.600,0.007127
70.650,0.007130
70.700,0.007136
70.750,0.007148
70.800,0.007184
70.850,0.007259
70.900,0.007299
70.950,0.007314
71.000,0.007322
71.050,0.007327
71.100,0.007329
71.150,0.007331
71.200,0.007332
71.250,0.007332
71.300,0.007332
71.350,0.007332
71.400,0.007332
71.450,0.007332
71.500,0.007332
71.550,0.007331
71.600,0.007331
71.650,0.007331
71.700,0.007330
71.750,0.007330
71.800,0.007330
71.850,0.007330
71.900,0.007331
71.950,0.007331
72.000,0.007332
72.050,0.007334
72.100,0.007337
72.150,0.007342
72.200,0.007353
72.250,0.007385
72.300,0.007462
72.350,0.007510
72.400,0.007528
72.450,0.007536
72.500,0.007541
72.550,0.007544
72.600,0.007546
72.650,0.007547
72.700,0.007548
72.750,0.007548
72.800,0.007548
72.850,0.007548
72.900,0.007547
72.950,0.007547
73.000,0.007547
73.050,0.007546
73.100,0.007546
73.150,0.007546
73.200,0.007545
73.250,0.007545
73.300,0.007545
73.350,0.007546
73.400,0.007546
73.450,0.007547
73.500,0.007549
73.550,0.007551
73.600,0.007556
73.650,0.007566
73.700,0.007593
73.750,0.007666
73.800,0.007726
73.850,0.007748
73.900,0.007758
73.950,0.007764
74.000,0.007767
74.050,0.007769
74.100,0.007771
74.150,0.007771
74.200,0.007772
74.250,0.007772
74.300,0.007771
74.350,0.007771
74.400,0.007771
74.450,0.007770
74.500,0.007770
74.550,0.007770
74.600,0.007769
74.650,0.007769
74.700,0.007769
74.750,0.007769
74.800,0.007769
74.850,0.007770
74.900,0.007770
74.950,0.007772
75.000,0.007774
75.050,0.007778
75.100,0.007786
75.150,0.007805
75.200,0.007862
75.250,0.007941
75.300,0.007974
75.350,0.007988
75.400,0.007996
75.450,0.008000
75.500,0.008003
75.550,0.008004
75.600,0.008005
75.650,0.008006
75.700,0.008006
75.750,0.008006
75.800,0.008005
75.850,0.008005
75.900,0.008005
75.950,0.008004
76.000,0.008004
76.050,0.008004
76.100,0.008003
76.150,0.008003
76.200,0.008003
76.250,0.008003
76.300,0.008004
76.350,0.008004
76.400,0.008005
76.450,0.008008
76.500,0.008011
76.550,0.008018
76.600,0.008032
76.650,0.008075
76.700,0.008164
76.750,0.008212
76.800,0.008230
76.850,0.008239
76.900,0.008245
76.950,0.008248
77.000,0.008250
77.050,0.008251
77.100,0.008251
77.150,0.008251
77.200,0.008251
77.250,0.008251
77.300,0.008251
77.350,0.008250
