gkr_scale,apd_mean_v,apd_std_v,apd_mean_ca,apd_std_ca
1.0,240.05055938112017,2.3301240877391045,220.27107669054047,10.012303376519423
0.25,221.60224348368712,104.02689492310084,236.4593234150567,18.344692118426856
0.5,238.90958280819652,38.70756419057561,230.90946297317953,14.752321924322613
0.75,241.32659415638744,20.57833343304805,225.4763375882329,12.071205649290677
1.25,235.93627009671647,1.575751761495871,215.33594845506934,8.386877392631416
1.5,232.03073638719323,1.2886445524116374,210.67825055975726,7.074425085151262
2.0,224.81086409178926,1.0437528713890711,202.1494883446253,5.090165080634268
