tauf,time,v,ci,cs,d,f,q
35,294.90000000000003,-95.61471448957417,0.680713204808385,0.7008004790404138,1.208686938844584e-7,0.9320857466345001,0.5440115819434932
35,295.0,-95.61495542103683,0.6803841482266101,0.7004642627018203,2.283279411238272e-7,0.9323310333791158,0.5438040306349903
35,295.1,-95.6151952591131,0.6800553656374342,0.7001283322524086,1.24642298432333e-6,0.9324765885098716,0.543671910406031
35,295.2,-95.61543329258114,0.6797268567729604,0.6997926939491965,7.648239975195766e-7,0.932646300705193,0.5438121366958795
35,295.3,-95.61567235110506,0.6793986213638236,0.6994573329065465,6.569785196691966e-7,0.9327712171025678,0.5440001005522945
35,295.40000000000003,-95.61590991245892,0.67907065913101,0.6991222610276725,1.8969612972811104e-6,0.9331228817856767,0.5439118625758135
35,295.5,-95.61614497721085,0.6787429698137677,0.698787487401264,2.2409739748554987e-6,0.9332628772614687,0.5439810660898357
35,295.6,-95.61637967239454,0.678415553153667,0.6984530030127705,1.268751290777329e-6,0.93330053965101,0.543760080241689
35,295.7,-95.61661704001462,0.6780884088805821,0.6981187894873809,8.701780857464581e-7,0.9334528700294414,0.5438400060104587
35,295.8,-95.61685502183491,0.6777615367109776,0.6977848534194413,2.43457466194423e-7,0.9336348475515069,0.5443215777383082
35,295.90000000000003,-95.61709433448557,0.6774349363669416,0.6974511887855409,5.6003211637787354e-8,0.9337646662032466,0.5444535324154206
35,296.0,-95.61733344941261,0.6771086075668935,0.6971178014642047,4.970182161521406e-7,0.9339039858472822,0.544500765299792
35,296.1,-95.61757167675277,0.6767825500375969,0.6967846956437765,5.336824584326061e-7,0.9340621894895169,0.5445904600788187
35,296.2,-95.61780948313107,0.6764567635073383,0.6964518691727883,4.355239121435363e-7,0.9342680218858711,0.5451590425785359
35,296.3,-95.61804737423122,0.6761312477034992,0.6961193191610199,1.0283790370105556e-7,0.934385650281094,0.5454908891100486
35,296.40000000000003,-95.6182852545531,0.675806002350356,0.6957870450195005,2.758042340777934e-7,0.9346491169430461,0.5456748620325739
35,296.5,-95.61852325631874,0.6754810271749916,0.6954550459215417,0.0,0.934836182269181,0.5460174252151633
35,296.6,-95.61876148386065,0.6751563219005583,0.6951233198620529,8.811876845498253e-8,0.9350255704959239,0.5457883985701633
35,296.7,-95.618999309485,0.674831886251682,0.6947918696186614,8.02931705856565e-8,0.9350753599690727,0.5456504678292727
35,296.8,-95.61923697175841,0.6745077199551266,0.6944606937873121,4.919601112438e-8,0.9352700114514734,0.5457587501427292
35,296.90000000000003,-95.61947419191198,0.6741838227369237,0.6941297934739518,7.694617796124102e-8,0.9354186604123128,0.5462295709870855
35,297.0,-95.61971138554854,0.6738601943253262,0.6937991665537355,0.0,0.935622195359511,0.5460907981749875
35,297.1,-95.61994822843434,0.673536834446116,0.6934688140462488,0.0,0.935747254368845,0.5464296795486535
35,297.2,-95.62018484492478,0.6732137428275966,0.6931387352911909,1.8270019610691836e-8,0.9358715006577274,0.5466672543287882
35,297.3,-95.62042122226083,0.6728909191976908,0.6928089300950565,3.5744500997400654e-7,0.9360944688374605,0.5470628018476233
35,297.40000000000003,-95.62065712482809,0.6725683632858538,0.6924793998631201,0.0,0.9362073058700292,0.5472515572425555
35,297.5,-95.62089325200836,0.6722460748199336,0.6921501401132581,5.112273908967627e-8,0.9362332956519213,0.5470745527628074
35,297.6,-95.6211286501135,0.6719240535274212,0.6918211554660112,3.9003776655577e-7,0.9363685755739812,0.5472387622523893
35,297.7,-95.62136338838317,0.6716022991413068,0.6914924464933809,4.277083828653578e-7,0.9365223240531512,0.5471146562293712
35,297.8,-95.62159743960541,0.6712808113935446,0.6911640134998788,2.5542873334047534e-7,0.9367414872021116,0.5468466339706366
35,297.90000000000003,-95.6218322998742,0.6709595900173554,0.6908358485919721,0.0,0.9369393950556923,0.5472271688047441
35,298.0,-95.62206732780155,0.6706386347379523,0.6905079530677393,0.0,0.9372078348084794,0.5475333345761058
35,298.1,-95.62230212278976,0.6703179452840824,0.6901803284354971,2.9717982156063325e-9,0.9374605884112183,0.5475750296190476
35,298.2,-95.62253668194222,0.6699975213859343,0.6898529744502583,9.462752441423271e-8,0.9376249289387217,0.5477458930026297
35,298.3,-95.62277034483033,0.6696773627743505,0.6895258945720659,7.853328725153291e-7,0.937766615380552,0.5480323780998272
35,298.40000000000003,-95.6230026651963,0.6693574691866336,0.6891990928622146,9.254645412326972e-7,0.9379225630968001,0.5479491449497503
35,298.5,-95.62323478677271,0.6690378403608913,0.6888725641651006,6.128271295910296e-7,0.9380851715175234,0.5481124161950436
35,298.6,-95.62346696710097,0.6687184760301906,0.688546306245212,4.574204192423352e-7,0.9382384306425468,0.5480448936492209
35,298.7,-95.623699115187,0.6683993759279614,0.6882203190133865,6.898805285915468e-7,0.9383263707571172,0.548280809292899
35,298.8,-95.62393051409443,0.6680805397890202,0.6878946062281425,1.5908207928517407e-6,0.9386020747042263,0.5483953900382386
35,298.90000000000003,-95.6241598212797,0.6677619673541028,0.6875691766702404,2.1246041923855155e-6,0.9387897233861976,0.5482797360093811
35,299.0,-95.6243882877001,0.6674436583705573,0.6872440261799785,3.237949515659482e-7,0.9390142103034462,0.5480863054813789
35,299.1,-95.62462051794729,0.6671256125740392,0.6869191278141399,4.372468894332136e-7,0.9391871281890855,0.5481303496513512
35,299.2,-95.6248515480478,0.6668078296859611,0.6865945034634362,1.6465745887833996e-7,0.9394241865770613,0.5479634693942628
35,299.3,-95.6250834799803,0.6664903094451902,0.6862701427086839,4.621055754653337e-7,0.9395762446188491,0.5479278164957295
35,299.40000000000003,-95.62531493033181,0.6661730515827529,0.6859460514679518,6.299886870751187e-7,0.9398034930105486,0.5486651523372235
35,299.5,-95.62554501801037,0.6658560558345513,0.685622234582341,8.159538547120326e-7,0.939919225391996,0.5486835308516459
35,299.6,-95.62577473294401,0.665539321943105,0.6852986884598009,1.2216344139827843e-6,0.940083532624132,0.5489664139326799
35,299.7,-95.62600410265321,0.6652228496480111,0.6849754132195914,6.159959897534322e-7,0.9403305864634472,0.5490582828908578
35,299.8,-95.62623419303728,0.6649066386850061,0.6846524018644393,3.591337229745983e-7,0.9405338582255534,0.5490908089982276
35,299.90000000000003,-95.62646502027788,0.6645906887875697,0.6843296527689585,0.0,0.9407373006545743,0.5489387367808382
45,0.0,-95.5208545730238,0.8104333816858389,0.8321399775018106,1.5532494117280384e-6,0.8411078186662607,0.5092093799948362
45,0.1,-90.54812326516713,0.8099912631902625,0.8316942432483795,8.456058157690197e-7,0.8414592954454476,0.5095137877396876
45,0.2,-85.67014127798727,0.8095495475253345,0.8312595173395196,1.368479840976774e-6,0.8418655365009636,0.5092864459917922
45,0.30000000000000004,-80.86124737867843,0.8091082478743862,0.8308354340756592,1.5528246614454658e-6,0.8421536655128697,0.50931273898322
45,0.4,-76.09746835523232,0.8086673768874301,0.8304216054536595,2.3052413216015076e-6,0.84250217465879,0.5097287657923231
45,0.5,-71.3577771359304,0.8082269466641263,0.830017651255862,3.945875105788145e-6,0.8429984266782127,0.5099541217445355
45,0.6000000000000001,-66.62437384039245,0.8077869687640588,0.829623178651416,0.0,0.8431811159339738,0.509819166055691
45,0.7000000000000001,-61.87824837360862,0.8073474541686569,0.8292377793224773,1.1336460215408678e-6,0.8434590111213288,0.5101256656266602
45,0.8,-57.06518377855981,0.8069084133226929,0.8288611033269458,1.5810445798532896e-6,0.8435120112756738,0.5107738108247847
45,0.9,-51.88523574583286,0.8064698561827331,0.82849288513322,0.0,0.8438071078333876,0.5109673329112283
45,1.0,-44.416314880882624,0.8060317924775281,0.8281337540263106,0.0,0.8438805021615136,0.5111511108543427
45,1.1,-23.078647565801614,0.8055942337191848,0.8277883804411722,0.0,0.8434454269761061,0.5110440484506213
45,1.2000000000000002,43.291563970904676,0.80515720234901,0.8274910201838079,0.009194860141107309,0.8417600195854353,0.5110161775949751
45,1.3,55.169945311049474,0.8047207708864245,0.8272433978117865,0.02855697398442608,0.8400102403308907,0.5110780442104961
45,1.4000000000000001,57.808928356692945,0.8042849831997696,0.827003241413479,0.04785119416656887,0.8379007888884089,0.5109433473825258
45,1.5,58.542273420823214,0.8038498445883887,0.8267650746934503,0.06697028834985749,0.8362634637808709,0.5114263141856029
45,1.6,58.66431922248471,0.8034153554332458,0.8265281307830926,0.08479610396886578,0.8344117061859516,0.5115157319205292
45,1.7000000000000002,58.54248598538598,0.8029815154819341,0.8262924996947254,0.10306987979502993,0.8327808712257112,0.5115533522952053
45,1.8,58.303983795527365,0.8025483247616436,0.8260585490442552,0.12062819663521776,0.8308546846627131,0.5114528333576247
45,1.9000000000000001,57.997606440326756,0.8021157837706069,0.8258268630699388,0.13840501016236906,0.8292006556209499,0.5115058935044305
45,2.0,57.64377330688889,0.8016838938153227,0.8255980209006134,0.15556004356703115,0.8271640000980056,0.5113454234836883
45,2.1,57.252141407557794,0.8012526569193877,0.8253725908498537,0.17251226317724253,0.8252567582980653,0.5110408655087288
45,2.2,56.8281619788904,0.8008220758482494,0.8251512085890593,0.18869476701930787,0.8234752135818503,0.5110326286736232
45,2.3000000000000003,56.37556004746974,0.8003921541670413,0.8249344920775065,0.20433979022531654,0.8213739461826385,0.5112488863047323
45,2.4000000000000004,55.89731126493407,0.7999628962270592,0.8247231341598684,0.22062796019687364,0.8196876502731337,0.5114111908530106
45,2.5,55.39602125874605,0.7995343073040836,0.8245179657377362,0.23627926565681376,0.8180252035394644,0.5114254372152275
45,2.6,54.87403489162889,0.7991063936877852,0.8243197107986336,0.25145754388974245,0.8159412961251628,0.5116571722480904
45,2.7,54.333523463851485,0.7986791625797706,0.8241291333761769,0.2656818793660399,0.8142504680522927,0.5119470899152436
45,2.8000000000000003,53.77651194906109,0.7982526221245682,0.8239470476648477,0.2803292342364298,0.8125448669384662,0.51166742784077
45,2.9000000000000004,53.20489263825032,0.7978267815198173,0.823774340180664,0.2951414506384937,0.8106290256641502,0.5118417045078567
45,3.0,52.620445795876584,0.7974016510824105,0.8236120525427485,0.3096569190222457,0.8086991984495909,0.5121346572694718
45,3.1,52.02480107468578,0.7969772424200358,0.8234611056805813,0.32315819352528774,0.8066819190109804,0.5123075124976951
45,3.2,51.419485400908194,0.7965535682354468,0.8233225112553038,0.3375697581535063,0.80506828060735,0.5119076354308136
45,3.3000000000000003,50.80591121639539,0.7961306425641476,0.8231973060543987,0.35045998212189616,0.8032088046198608,0.5121448967245871
45,3.4000000000000004,50.18538376070543,0.7957084806307374,0.8230865081186085,0.363611495520057,0.8013566097955476,0.512053228373443
45,3.5,49.55914203358596,0.795287098960237,0.822991372659437,0.3770164409655927,0.7996200437655268,0.5123574105573233
45,3.6,48.92831627781784,0.7948665156660394,0.8229131262951855,0.3888173948254329,0.7977457781801277,0.5126076222617127
45,3.7,48.29391843202932,0.7944467502482951,0.8228527940107307,0.40076789509214483,0.7959698625208619,0.5125419643006668
45,3.8000000000000003,47.65692123165343,0.79402782351029,0.822811666017767,0.4122641175931724,0.7941848141556653,0.5130014357424463
45,3.9000000000000004,47.018214499234865,0.7936097578330769,0.8227910352561356,0.42443155541307886,0.7922931214688972,0.5131390559428967
45,4.0,46.37865204910305,0.7931925771905244,0.8227924614152213,0.43592165657455656,0.7908159025417046,0.5131143036998161
45,4.1000000000000005,45.73894891325678,0.7927763074213151,0.8228171074588404,0.44648382129918646,0.789107167083257,0.5132962785615245
45,4.2,45.09981469037598,0.7923609757048241,0.8228664478242972,0.4571289755318206,0.7877077943642505,0.513240947066542
45,4.3,44.461883121972065,0.791946611061674,0.8229419038218349,0.46755929331076473,0.7857788502146706,0.5134028682871932
45,4.4,43.82574843406409,0.7915332441841879,0.8230449958355565,0.47737605209152534,0.7838535927487522,0.5137574244695534
45,4.5,43.19193272151257,0.7911209075779159,0.8231771310311136,0.48703455106856924,0.7819613687893656,0.5134463620598435
45,4.6000000000000005,42.560935109992684,0.7907096353777927,0.8233398511860381,0.4964967278836124,0.7803307685156683,0.5135046414262865
45,4.7,41.933226702187916,0.7902994636272506,0.8235348457177266,0.506387712509482,0.778601127739895,0.5133224851130169
45,4.800000000000001,41.309225502029335,0.7898904303776495,0.8237637704535027,0.5167907683030368,0.7768621405111444,0.5132083895748795
45,4.9,40.689356204260584,0.7894825756754795,0.8240286046562869,0.5270514843119424,0.774995560809978,0.5133540837355095
45,5.0,40.07396690072582,0.7890759419120978,0.8243311487486401,0.5368785839898567,0.7734817096752692,0.5132856275883578
45,5.1000000000000005,39.46338360086373,0.7886705735623496,0.8246732789524114,0.5452628147322998,0.7719349677285028,0.5132809574398084
45,5.2,38.85784597989733,0.7882665172232958,0.8250565102148009,0.5539907850104556,0.7703504188910892,0.5133721987256572
45,5.300000000000001,38.2576416991254,0.7878638213597114,0.8254828126658557,0.5628145003677207,0.7683283303623349,0.5133220211147899
45,5.4,37.66301436897252,0.7874625366889665,0.8259540842641847,0.5715645444979987,0.7668874101203835,0.5139580995456912
45,5.5,37.07422831200402,0.7870627162821899,0.826472578908093,0.5799945299445373,0.7649587821384085,0.5134468265664635
45,5.6000000000000005,36.49142894186618,0.786664415587439,0.8270399479212625,0.587705037586108,0.7632840586275754,0.5133732924935862
45,5.7,35.91477266123194,0.7862676920808985,0.8276580075574095,0.5957982953130183,0.7614858858085743,0.5139237506014512
45,5.800000000000001,35.34449905237596,0.7858726054165468,0.8283292543672339,0.6041895909732848,0.7597265113453135,0.513986913171989
45,5.9,34.78073980004348,0.7854792180964826,0.8290557342297808,0.6120301572586129,0.7580734924584589,0.5140577442672342
45,6.0,34.22362184684494,0.7850875949347401,0.8298395549441072,0.6189683846194192,0.7565576049394532,0.5140432433370363
45,6.1000000000000005,33.6732540311891,0.7846978031053548,0.8306828043677889,0.6265859548586377,0.7550796619320455,0.5143632461169495
45,6.2,33.12975590302983,0.7843099123937136,0.8315877978868934,0.633838680559253,0.7534451889729685,0.5145269994415462
45,6.300000000000001,32.59321514974033,0.7839239950435601,0.8325567271353117,0.6406136597304621,0.7519210765869621,0.5146381015065513
