tauf,beat,apd,camax
52,190,227.8437196708037,2.262734264299294
52,191,253.64995563677803,3.157605406457704
52,192,225.46328724265913,2.2234761202980664
52,193,254.58594278309465,3.1796211319496455
52,194,225.81179683677328,2.2153845370622216
52,195,253.7460618566547,3.1711786424639885
52,196,225.90630616184353,2.225765668354373
52,197,255.13067851898086,3.2211308757502577
52,198,223.57554140584398,2.1736266159259
52,199,256.3547174870182,3.284356680687341
55,1,181.60499782114996,1.4539181331705324
55,2,274.3634570376494,3.963715750420274
55,3,184.72890979441172,1.4714192359863862
55,4,275.514640860742,3.9819616228029764
55,5,182.50425566895092,1.460574404784377
55,6,274.83485195089247,3.9710641779956855
55,7,184.69686463346784,1.4773690031029454
55,8,274.2344344738149,3.9310683663705412
55,9,185.81127842992055,1.4823257107963737
55,10,274.08859280810657,3.939644846990753
55,11,187.21808703476336,1.489693026388308
55,12,274.2292852757514,3.925831607873738
55,13,187.76792099956538,1.5032525720664918
55,14,273.7455344035643,3.901874860269128
55,15,184.76364769046177,1.4753900088079153
55,16,274.77701344354955,3.9707415274814335
55,17,186.23712340556722,1.4875368897283714
55,18,273.2112371564017,3.8723585562655383
55,19,188.34856501088325,1.5054608993139287
55,20,274.10072000623404,3.9615635945788887
55,21,186.95738778745,1.5025639143836338
55,22,274.976887682079,3.998168192709137
55,23,183.622783176359,1.4727944012817245
55,24,275.4248153532453,4.037512828949764
55,25,183.43929165597456,1.4682676759572277
55,26,275.7303982575231,4.043890074976177
55,27,180.79152035856987,1.4490498193910704
55,28,276.738481549256,4.130479438802585
55,29,180.30304137267558,1.4447043631737124
55,30,276.17180561442,4.073487092383551
55,31,181.52308198743413,1.4533969202252006
55,32,275.56106124690996,4.033874045695778
55,33,185.12294237158858,1.477926350719608
55,34,272.8803612929296,3.889610728049513
55,35,189.3408046584609,1.5129396786915945
55,36,273.6629827096731,3.8877296181517336
55,37,188.76837109432017,1.5089778520666326
55,38,273.38548154633827,3.875839328716994
55,39,188.72437617260948,1.5100273713362693
55,40,274.1638390440894,3.9246740274427876
55,41,187.71715142759058,1.5013109333828771
55,42,273.12829287265777,3.8760521402243486
55,43,188.05828113889038,1.5010327217936137
55,44,274.3036590878364,3.9268839086873366
55,45,186.8732315535617,1.4997012220344508
55,46,274.1508643600391,3.9317641311586797
55,47,186.3879952409352,1.4944053703731346
55,48,274.95958559989776,3.9818381492831536
55,49,183.54288689031273,1.4728606570896627
55,50,275.4480199326281,4.061449082136203
55,51,184.6810133203362,1.4801442432079601
55,52,274.4075906252692,3.988862056101816
55,53,185.3597153576411,1.4829325573330308
55,54,274.65721764712725,4.01471633152775
55,55,183.6622753325246,1.4719382319857715
55,56,274.3966669054207,3.9657576025265926
55,57,185.29088559278898,1.4789929691734645
55,58,274.76005948358943,3.968581217355661
55,59,184.80707327294294,1.4810403519349662
55,60,274.4822659024103,3.985530956066778
55,61,183.22740375063586,1.4646724889418108
55,62,275.549269561212,4.026762252415624
55,63,183.04028051377463,1.4650533263123848
55,64,275.09117187303127,4.059288444943783
55,65,183.99390457129994,1.4724236906895438
55,66,274.5774136718137,3.96690941591802
55,67,184.5321337676287,1.4739674252040407
55,68,273.4315566977675,3.9458099784514054
55,69,189.10123419133743,1.5120305513885641
55,70,273.9352857226804,3.8647109190644104
55,71,186.97003454854712,1.4915324415836289
55,72,275.05518788751215,3.9700906921171146
55,73,183.385812643206,1.468575384006561
55,74,275.4062898946868,4.050811249220309
55,75,186.02573233903968,1.4852101986613535
55,76,274.58257295488875,3.9397671569274957
55,77,185.32128301959528,1.4800519604837135
55,78,273.9504993938135,3.9718745673411817
55,79,186.51971108070575,1.4927762909396545
55,80,274.43229219535715,3.9830471472797324
55,81,186.09160984288974,1.4912118717912923
55,82,274.55353632881815,3.9819160465308006
