t_ms,ecg_mV
73.950,0.007359
74.000,0.007359
74.050,0.007359
74.100,0.007359
74.150,0.007358
74.200,0.007357
74.250,0.007357
74.300,0.007356
74.350,0.007355
74.400,0.007354
74.450,0.007353
74.500,0.007352
74.550,0.007352
74.600,0.007351
74.650,0.007351
74.700,0.007351
74.750,0.007351
74.800,0.007352
74.850,0.007353
74.900,0.007357
74.950,0.007363
75.000,0.007378
75.050,0.007424
75.100,0.007507
75.150,0.007548
75.200,0.007564
75.250,0.007572
75.300,0.007576
75.350,0.007578
75.400,0.007580
75.450,0.007580
75.500,0.007580
75.550,0.007580
75.600,0.007579
75.650,0.007578
75.700,0.007578
75.750,0.007577
75.800,0.007576
75.850,0.007575
75.900,0.007574
75.950,0.007573
76.000,0.007573
76.050,0.007572
76.100,0.007572
76.150,0.007571
76.200,0.007572
76.250,0.007572
76.300,0.007574
76.350,0.007577
76.400,0.007583
76.450,0.007597
76.500,0.007639
76.550,0.007728
76.600,0.007775
76.650,0.007793
76.700,0.007802
76.750,0.007807
76.800,0.007809
76.850,0.007811
76.900,0.007811
76.950,0.007811
77.000,0.007811
77.050,0.007810
77.100,0.007809
77.150,0.007809
77.200,0.007808
77.250,0.007807
77.300,0.007806
77.350,0.007805
77.400,0.007804
77.450,0.007803
77.500,0.007803
77.550,0.007802
77.600,0.007802
77.650,0.007802
77.700,0.007803
77.750,0.007804
77.800,0.007807
77.850,0.007813
77.900,0.007827
77.950,0.007866
78.000,0.007958
78.050,0.008012
78.100,0.008033
78.150,0.008042
78.200,0.008047
78.250,0.008050
78.300,0.008052
78.350,0.008053
78.400,0.008053
78.450,0.008052
78.500,0.008052
78.550,0.008051
78.600,0.008050
78.650,0.008049
78.700,0.008048
78.750,0.008047
78.800,0.008046
78.850,0.008045
78.900,0.008044
78.950,0.008044
79.000,0.008043
79.050,0.008043
79.100,0.008043
79.150,0.008044
79.200,0.008045
79.250,0.008048
79.300,0.008054
79.350,0.008066
79.400,0.008102
79.450,0.008193
79.500,0.008258
79.550,0.008282
79.600,0.008293
79.650,0.008299
79.700,0.008302
79.750,0.008304
79.800,0.008304
79.850,0.008305
79.900,0.008304
79.950,0.008304
80.000,0.008303
80.050,0.008302
80.100,0.008301
80.150,0.008300
80.200,0.008299
80.250,0.008298
80.300,0.008297
80.350,0.008296
80.400,0.008296
80.450,0.008295
80.500,0.008295
80.550,0.008295
80.600,0.008295
80.650,0.008297
80.700,0.008299
80.750,0.008304
80.800,0.008315
80.850,0.008343
80.900,0.008427
80.950,0.008509
81.000,0.008539
81.050,0.008553
81.100,0.008560
81.150,0.008564
81.200,0.008566
81.250,0.008567
81.300,0.008568
81.350,0.008567
81.400,0.008567
81.450,0.008566
81.500,0.008565
81.550,0.008564
81.600,0.008563
81.650,0.008562
81.700,0.008561
81.750,0.008560
81.800,0.008559
81.850,0.008558
81.900,0.008558
81.950,0.008557
82.000,0.008557
82.050,0.008558
82.100,0.008559
82.150,0.008561
82.200,0.008565
82.250,0.008573
82.300,0.008593
82.350,0.008655
82.400,0.008759
82.450,0.008806
82.500,0.008825
82.550,0.008835
82.600,0.008840
82.650,0.008843
82.700,0.008844
82.750,0.008845
82.800,0.008845
82.850,0.008845
82.900,0.008844
82.950,0.008843
83.000,0.008842
83.050,0.008841
83.100,0.008840
83.150,0.008839
83.200,0.008838
83.250,0.008837
83.300,0.008836
83.350,0.008835
83.400,0.008835
83.450,0.008834
83.500,0.008835
83.550,0.008836
83.600,0.008838
83.650,0.008842
83.700,0.008849
83.750,0.008868
83.800,0.008922
83.850,0.009034
83.900,0.009092
83.950,0.009114
84.000,0.009125
84.050,0.009131
84.100,0.009134
84.150,0.009136
84.200,0.009137
84.250,0.009137
84.300,0.009136
84.350,0.009136
84.400,0.009135
84.450,0.009134
84.500,0.009133
84.550,0.009132
84.600,0.009130
84.650,0.009129
84.700,0.009128
84.750,0.009127
84.800,0.009127
84.850,0.009126
84.900,0.009126
84.950,0.009126
85.000,0.009127
85.050,0.009129
85.100,0.009133
85.150,0.009140
85.200,0.009158
85.250,0.009209
85.300,0.009326
85.350,0.009393
85.400,0.009418
85.450,0.009430
85.500,0.009437
85.550,0.009440
85.600,0.009442
85.650,0.009443
85.700,0.009443
85.750,0.009443
85.800,0.009442
85.850,0.009441
85.900,0.009440
85.950,0.009439
86.000,0.009438
86.050,0.009436
86.100,0.009435
86.150,0.009434
86.200,0.009433
86.250,0.009432
86.300,0.009432
86.350,0.009432
86.400,0.009432
86.450,0.009433
86.500,0.009435
86.550,0.009438
86.600,0.009446
86.650,0.009462
86.700,0.009509
86.750,0.009628
86.800,0.009707
86.850,0.009736
86.900,0.009749
86.950,0.009757
87.000,0.009761
87.050,0.009763
87.100,0.009764
87.150,0.009764
87.200,0.009764
87.250,0.009763
87.300,0.009762
87.350,0.009761
87.400,0.009760
87.450,0.009759
87.500,0.009757
87.550,0.009756
87.600,0.009755
87.650,0.009754
87.700,0.009753
87.750,0.009752
87.800,0.009752
87.850,0.009752
87.900,0.009753
87.950,0.009755
88.000,0.009758
88.050,0.009765
88.100,0.009780
88.150,0.009819
88.200,0.009932
88.250,0.010030
88.300,0.010066
88.350,0.010083
88.400,0.010092
88.450,0.010096
88.500,0.010099
88.550,0.010100
88.600,0.010101
88.650,0.010100
88.700,0.010100
88.750,0.010099
88.800,0.010098
88.850,0.010096
88.900,0.010095
88.950,0.010094
89.000,0.010092
89.050,0.010091
89.100,0.010090
89.150,0.010089
89.200,0.010088
89.250,0.010088
89.300,0.010088
89.350,0.010088
89.400,0.010090
89.450,0.010093
89.500,0.010099
89.550,0.010110
89.600,0.010139
89.650,0.010227
89.700,0.010355
89.750,0.010410
89.800,0.010432
89.850,0.010443
89.900,0.010450
89.950,0.010453
90.000,0.010455
90.050,0.010456
90.100,0.010456
90.150,0.010455
90.200,0.010454
90.250,0.010453
90.300,0.010452
90.350,0.010450
90.400,0.010449
90.450,0.010448
90.500,0.010446
90.550,0.010445
90.600,0.010444
90.650,0.010443
90.700,0.010443
90.750,0.010443
90.800,0.010443
90.850,0.010444
90.900,0.010447
90.950,0.010452
91.000,0.010462
91.050,0.010486
91.100,0.010558
91.150,0.010701
91.200,0.010774
91.250,0.010803
91.300,0.010816
91.350,0.010824
91.400,0.010828
91.450,0.010830
91.500,0.010831
91.550,0.010832
91.600,0.010831
91.650,0.010830
91.700,0.010829
91.750,0.010828
91.800,0.010826
91.850,0.010825
91.900,0.010823
91.950,0.010822
92.000,0.010821
92.050,0.010820
92.100,0.010819
92.150,0.010818
92.200,0.010818
92.250,0.010819
92.300,0.010820
92.350,0.010822
92.400,0.010827
92.450,0.010837
92.500,0.010860
92.550,0.010928
92.600,0.011078
92.650,0.011164
92.700,0.011196
92.750,0.011211
92.800,0.011219
92.850,0.011224
92.900,0.011227
92.950,0.011228
93.000,0.011228
93.050,0.011227
93.100,0.011227
93.150,0.011225
93.200,0.011224
93.250,0.011223
93.300,0.011221
93.350,0.011220
93.400,0.011218
93.450,0.011217
93.500,0.011216
93.550,0.011215
93.600,0.011214
93.650,0.011214
93.700,0.011214
93.750,0.011215
93.800,0.011218
93.850,0.011223
93.900,0.011233
93.950,0.011255
94.000,0.011317
94.050,0.011472
94.100,0.011572
94.150,0.011609
94.200,0.011626
94.250,0.011636
94.300,0.011641
94.350,0.011644
94.400,0.011645
94.450,0.011645
94.500,0.011645
94.550,0.011644
94.600,0.011643
94.650,0.011642
94.700,0.011640
94.750,0.011639
94.800,0.011637
94.850,0.011635
94.900,0.011634
94.950,0.011633
95.000,0.011632
95.050,0.011631
95.100,0.011631
95.150,0.011631
95.200,0.011632
95.250,0.011635
95.300,0.011639
95.350,0.011648
95.400,0.011668
95.450,0.011722
95.500,0.011872
95.550,0.011996
95.600,0.012041
95.650,0.012062
95.700,0.012073
95.750,0.012079
95.800,0.012083
95.850,0.012084
95.900,0.012085
95.950,0.012085
96.000,0.012084
96.050,0.012083
96.100,0.012081
96.150,0.012080
96.200,0.012078
96.250,0.012076
96.300,0.012075
96.350,0.012073
96.400,0.012072
96.450,0.012071
96.500,0.012070
96.550,0.012069
96.600,0.012070
96.650,0.012070
96.700,0.012072
96.750,0.012077
96.800,0.012084
96.850,0.012100
96.900,0.012141
96.950,0.012263
97.000,0.012425
97.050,0.012492
97.100,0.012520
97.150,0.012534
97.200,0.012542
97.250,0.012547
97.300,0.012549
97.350,0.012550
97.400,0.012550
97.450,0.012549
97.500,0.012548
97.550,0.012547
97.600,0.012545
97.650,0.012543
97.700,0.012542
97.750,0.012540
97.800,0.012538
97.850,0.012537
97.900,0.012536
97.950,0.012535
98.000,0.012534
98.050,0.012534
98.100,0.012535
98.150,0.012536
98.200,0.012540
98.250,0.012547
98.300,0.012560
98.350,0.012592
98.400,0.012687
98.450,0.012874
98.500,0.012970
98.550,0.013007
98.600,0.013025
98.650,0.013035
98.700,0.013040
98.750,0.013043
98.800,0.013045
98.850,0.013045
98.900,0.013044
98.950,0.013043
99.000,0.013042
99.050,0.013040
99.100,0.013039
99.150,0.013037
99.200,0.013035
99.250,0.013033
99.300,0.013032
99.350,0.013030
99.400,0.013029
99.450,0.013029
99.500,0.013029
99.550,0.013029
99.600,0.013031
99.650,0.013034
99.700,0.013041
99.750,0.013055
99.800,0.013085
99.850,0.013175
99.900,0.013373
99.950,0.013485
100.000,0.013526
100.050,0.013547
100.100,0.013558
100.150,0.013564
100.200,0.013568
100.250,0.013569
100.300,0.013569
100.350,0.013569
100.400,0.013568
100.450,0.013566
100.500,0.013565
100.550,0.013563
100.600,0.013561
100.650,0.013559
100.700,0.013557
100.750,0.013556
100.800,0.013554
100.850,0.013553
100.900,0.013552
100.950,0.013552
101.000,0.013553
101.050,0.013554
101.100,0.013558
101.150,0.013565
101.200,0.013578
101.250,0.013607
101.300,0.013691
101.350,0.013896
101.400,0.014028
101.450,0.014076
101.500,0.014099
101.550,0.014111
101.600,0.014118
101.650,0.014122
101.700,0.014124
101.750,0.014125
101.800,0.014124
101.850,0.014123
101.900,0.014122
101.950,0.014120
102.000,0.014118
102.050,0.014116
102.100,0.014114
102.150,0.014112
102.200,0.014111
102.250,0.014109
102.300,0.014108
102.350,0.014107
102.400,0.014107
102.450,0.014107
102.500,0.014109
102.550,0.014112
102.600,0.014118
102.650,0.014131
102.700,0.014157
102.750,0.014231
102.800,0.014432
102.850,0.014595
102.900,0.014654
102.950,0.014681
103.000,0.014696
103.050,0.014704
103.100,0.014709
103.150,0.014711
103.200,0.014712
103.250,0.014712
103.300,0.014711
103.350,0.014709
103.400,0.014707
103.450,0.014705
103.500,0.014703
103.550,0.014701
103.600,0.014699
103.650,0.014698
103.700,0.014696
103.750,0.014694
103.800,0.014693
103.850,0.014693
103.900,0.014693
103.950,0.014695
104.000,0.014698
104.050,0.014703
104.100,0.014714
104.150,0.014736
104.200,0.014792
104.250,0.014959
104.300,0.015173
104.350,0.015259
104.400,0.015296
104.450,0.015315
104.500,0.015326
104.550,0.015332
104.600,0.015335
104.650,0.015336
104.700,0.015336
104.750,0.015335
104.800,0.015334
104.850,0.015332
104.900,0.015330
104.950,0.015328
105.000,0.015326
105.050,0.015324
105.100,0.015322
105.150,0.015320
105.200,0.015318
105.250,0.015317
105.300,0.015317
105.350,0.015317
105.400,0.015318
105.450,0.015320
105.500,0.015325
105.550,0.015335
105.600,0.015353
105.650,0.015396
105.700,0.015524
105.750,0.015775
105.800,0.015903
105.850,0.015952
105.900,0.015977
105.950,0.015990
106.000,0.015998
106.050,0.016002
106.100,0.016004
106.150,0.016005
106.200,0.016004
106.250,0.016003
106.300,0.016001
106.350,0.015999
106.400,0.015997
106.450,0.015994
106.500,0.015992
106.550,0.015990
106.600,0.015988
106.650,0.015987
106.700,0.015985
106.750,0.015985
106.800,0.015984
106.850,0.015985
106.900,0.015988
106.950,0.015993
107.000,0.016002
107.050,0.016020
107.100,0.016062
107.150,0.016185
107.200,0.016452
107.250,0.016602
107.300,0.016658
107.350,0.016685
107.400,0.016700
107.450,0.016709
107.500,0.016714
107.550,0.016716
107.600,0.016717
107.650,0.016716
107.700,0.016715
107.750,0.016713
107.800,0.016711
107.850,0.016708
107.900,0.016706
107.950,0.016704
108.000,0.016702
108.050,0.016699
108.100,0.016698
108.150,0.016696
108.200,0.016695
108.250,0.016695
108.300,0.016696
108.350,0.016699
108.400,0.016704
108.450,0.016713
108.500,0.016731
108.550,0.016771
108.600,0.016886
108.650,0.017165
108.700,0.017342
108.750,0.017407
108.800,0.017438
108.850,0.017456
108.900,0.017465
108.950,0.017471
109.000,0.017473
109.050,0.017474
109.100,0.017474
109.150,0.017472
109.200,0.017471
109.250,0.017468
109.300,0.017466
109.350,0.017464
109.400,0.017461
109.450,0.017459
109.500,0.017457
109.550,0.017455
109.600,0.017453
109.650,0.017452
109.700,0.017452
109.750,0.017453
109.800,0.017455
109.850,0.017460
109.900,0.017469
109.950,0.017486
110.000,0.017523
110.050,0.017625
110.100,0.017901
110.150,0.018121
110.200,0.018201
110.250,0.018238
110.300,0.018258
110.350,0.018270
110.400,0.018276
110.450,0.018279
110.500,0.018280
110.550,0.018280
110.600,0.018279
110.650,0.018277
110.700,0.018275
110.750,0.018272
110.800,0.018270
110.850,0.018267
110.900,0.018265
110.950,0.018262
111.000,0.018260
111.050,0.018258
111.100,0.018257
111.150,0.018257
111.200,0.018257
111.250,0.018259
111.300,0.018264
111.350,0.018272
111.400,0.018287
111.450,0.018318
111.500,0.018396
111.550,0.018631
111.600,0.018921
111.650,0.019036
111.700,0.019086
111.750,0.019112
111.800,0.019127
111.850,0.019135
111.900,0.019139
111.950,0.019141
112.000,0.019141
112.050,0.019140
112.100,0.019139
112.150,0.019136
112.200,0.019134
112.250,0.019131
112.300,0.019128
112.350,0.019126
112.400,0.019123
112.450,0.019121
112.500,0.019119
112.550,0.019118
112.600,0.019117
112.650,0.019117
112.700,0.019119
112.750,0.019123
112.800,0.019130
112.850,0.019143
112.900,0.019169
112.950,0.019229
113.000,0.019407
113.050,0.019753
113.100,0.019929
113.150,0.019996
113.200,0.020030
113.250,0.020049
113.300,0.020060
113.350,0.020066
113.400,0.020068
113.450,0.020069
113.500,0.020069
113.550,0.020067
113.600,0.020065
113.650,0.020062
113.700,0.020059
113.750,0.020057
113.800,0.020054
113.850,0.020051
113.900,0.020049
113.950,0.020046
114.000,0.020045
114.050,0.020044
114.100,0.020044
114.150,0.020046
114.200,0.020050
114.250,0.020057
114.300,0.020070
114.350,0.020096
114.400,0.020154
114.450,0.020325
114.500,0.020696
114.550,0.020903
114.600,0.020981
114.650,0.021019
114.700,0.021040
114.750,0.021052
114.800,0.021059
114.850,0.021062
114.900,0.021063
114.950,0.021063
115.000,0.021061
115.050,0.021059
115.100,0.021056
115.150,0.021053
115.200,0.021050
115.250,0.021047
115.300,0.021044
115.350,0.021042
115.400,0.021040
115.450,0.021038
115.500,0.021037
115.550,0.021037
115.600,0.021039
115.650,0.021042
115.700,0.021050
115.750,0.021063
115.800,0.021088
115.850,0.021145
115.900,0.021308
115.950,0.021698
116.000,0.021944
116.050,0.022034
116.100,0.022078
116.150,0.022102
116.200,0.022115
116.250,0.022123
116.300,0.022127
116.350,0.022128
116.400,0.022128
116.450,0.022126
116.500,0.022124
116.550,0.022121
116.600,0.022118
116.650,0.022115
116.700,0.022112
116.750,0.022109
116.800,0.022106
116.850,0.022103
116.900,0.022101
116.950,0.022100
117.000,0.022100
117.050,0.022102
117.100,0.022105
117.150,0.022112
117.200,0.022125
117.250,0.022150
117.300,0.022203
117.350,0.022349
117.400,0.022742
117.450,0.023046
117.500,0.023156
117.550,0.023208
117.600,0.023236
117.650,0.023253
117.700,0.023262
117.750,0.023267
117.800,0.023268
117.850,0.023268
117.900,0.023267
117.950,0.023264
118.000,0.023261
118.050,0.023258
118.100,0.023255
118.150,0.023251
118.200,0.023248
118.250,0.023245
118.300,0.023242
118.350,0.023240
118.400,0.023239
118.450,0.023239
118.500,0.023240
118.550,0.023243
118.600,0.023250
118.650,0.023261
118.700,0.023283
118.750,0.023328
118.800,0.023443
118.850,0.023785
118.900,0.024188
118.950,0.024346
119.000,0.024415
119.050,0.024451
119.100,0.024472
119.150,0.024484
119.200,0.024490
119.250,0.024493
119.300,0.024494
119.350,0.024493
119.400,0.024490
119.450,0.024487
119.500,0.024484
119.550,0.024481
119.600,0.024477
119.650,0.024474
119.700,0.024470
119.750,0.024467
119.800,0.024465
119.850,0.024463
119.900,0.024463
119.950,0.024463
120.000,0.024466
120.050,0.024472
120.100,0.024482
120.150,0.024501
120.200,0.024539
120.250,0.024625
120.300,0.024883
120.350,0.025375
120.400,0.025622
120.450,0.025718
120.500,0.025766
120.550,0.025793
120.600,0.025809
120.650,0.025817
120.700,0.025822
120.750,0.025823
120.800,0.025822
120.850,0.025821
120.900,0.025818
120.950,0.025814
121.000,0.025811
121.050,0.025807
121.100,0.025803
121.150,0.025800
121.200,0.025797
121.250,0.025794
121.300,0.025792
121.350,0.025791
121.400,0.025792
121.450,0.025795
121.500,0.025800
121.550,0.025811
121.600,0.025830
121.650,0.025868
121.700,0.025952
121.750,0.026200
121.800,0.026732
121.850,0.027027
121.900,0.027138
121.950,0.027193
122.000,0.027223
122.050,0.027241
122.100,0.027251
122.150,0.027256
122.200,0.027258
122.250,0.027257
122.300,0.027256
122.350,0.027253
122.400,0.027249
122.450,0.027245
122.500,0.027241
122.550,0.027237
122.600,0.027234
122.650,0.027230
122.700,0.027227
122.750,0.027225
122.800,0.027224
122.850,0.027225
122.900,0.027228
122.950,0.027233
123.000,0.027244
123.050,0.027264
123.100,0.027301
123.150,0.027384
123.200,0.027621
123.250,0.028185
123.300,0.028538
123.350,0.028668
123.400,0.028731
123.450,0.028765
123.500,0.028786
123.550,0.028797
123.600,0.028803
123.650,0.028806
123.700,0.028805
123.750,0.028803
123.800,0.028801
123.850,0.028797
123.900,0.028793
123.950,0.028789
124.000,0.028784
124.050,0.028780
124.100,0.028777
124.150,0.028774
124.200,0.028771
124.250,0.028770
124.300,0.028770
124.350,0.028773
124.400,0.028779
124.450,0.028789
124.500,0.028809
124.550,0.028845
124.600,0.028923
124.650,0.029137
124.700,0.029710
124.750,0.030149
124.800,0.030309
124.850,0.030385
124.900,0.030426
124.950,0.030450
125.000,0.030464
125.050,0.030471
125.100,0.030474
125.150,0.030474
125.200,0.030472
125.250,0.030469
125.300,0.030466
125.350,0.030461
125.400,0.030457
125.450,0.030452
125.500,0.030448
125.550,0.030444
125.600,0.030440
125.650,0.030438
125.700,0.030436
125.750,0.030436
125.800,0.030438
125.850,0.030444
125.900,0.030454
125.950,0.030472
126.000,0.030504
126.050,0.030571
126.100,0.030741
126.150,0.031248
126.200,0.031833
126.250,0.032062
126.300,0.032162
126.350,0.032215
126.400,0.032245
126.450,0.032263
126.500,0.032273
126.550,0.032278
126.600,0.032279
126.650,0.032277
126.700,0.032275
126.750,0.032271
126.800,0.032267
126.850,0.032262
126.900,0.032257
126.950,0.032252
127.000,0.032248
127.050,0.032244
127.100,0.032241
127.150,0.032239
127.200,0.032239
127.250,0.032240
127.300,0.032245
127.350,0.032254
127.400,0.032270
127.450,0.032298
127.500,0.032354
127.550,0.032483
127.600,0.032864
127.650,0.033589
127.700,0.033952
127.750,0.034093
127.800,0.034163
127.850,0.034204
127.900,0.034227
127.950,0.034240
128.000,0.034247
128.050,0.034250
128.100,0.034249
128.150,0.034247
128.200,0.034243
128.250,0.034239
128.300,0.034234
128.350,0.034229
128.400,0.034224
128.450,0.034219
128.500,0.034215
128.550,0.034212
128.600,0.034209
128.650,0.034209
128.700,0.034210
128.750,0.034215
128.800,0.034224
128.850,0.034240
128.900,0.034269
128.950,0.034325
129.000,0.034451
129.050,0.034819
129.100,0.035608
129.150,0.036045
129.200,0.036211
129.250,0.036292
129.300,0.036338
129.350,0.036365
129.400,0.036380
129.450,0.036388
129.500,0.036392
129.550,0.036391
129.600,0.036389
129.650,0.036385
129.700,0.036381
129.750,0.036376
129.800,0.036370
129.850,0.036365
129.900,0.036360
129.950,0.036355
130.000,0.036352
130.050,0.036349
130.100,0.036348
130.150,0.036350
130.200,0.036354
130.250,0.036363
130.300,0.036380
130.350,0.036410
130.400,0.036466
130.450,0.036590
130.500,0.036944
130.550,0.037786
130.600,0.038314
130.650,0.038509
130.700,0.038603
130.750,0.038656
130.800,0.038687
130.850,0.038705
130.900,0.038714
130.950,0.038719
131.000,0.038719
131.050,0.038717
131.100,0.038713
131.150,0.038708
131.200,0.038703
131.250,0.038697
131.300,0.038692
131.350,0.038686
131.400,0.038682
131.450,0.038678
131.500,0.038675
131.550,0.038674
131.600,0.038676
131.650,0.038680
131.700,0.038690
131.750,0.038707
131.800,0.038737
131.850,0.038792
131.900,0.038910
131.950,0.039231
132.000,0.040091
132.050,0.040754
132.100,0.040997
132.150,0.041111
132.200,0.041174
132.250,0.041212
132.300,0.041233
132.350,0.041246
132.400,0.041252
132.450,0.041253
132.500,0.041252
132.550,0.041249
132.600,0.041245
132.650,0.041240
132.700,0.041235
132.750,0.041230
132.800,0.041225
132.850,0.041221
132.900,0.041218
132.950,0.041217
133.000,0.041217
133.050,0.041219
133.100,0.041225
133.150,0.041235
133.200,0.041253
133.250,0.041282
133.300,0.041334
133.350,0.041437
133.400,0.041694
133.450,0.042455
133.500,0.043348
133.550,0.043701
133.600,0.043856
133.650,0.043940
133.700,0.043990
133.750,0.044021
133.800,0.044040
133.850,0.044052
133.900,0.044060
133.950,0.044064
134.000,0.044066
134.050,0.044068
134.100,0.044069
134.150,0.044070
134.200,0.044071
134.250,0.044072
134.300,0.044074
134.350,0.044077
134.400,0.044081
134.450,0.044086
134.500,0.044094
134.550,0.044105
134.600,0.044120
134.650,0.044141
134.700,0.044173
134.750,0.044223
134.800,0.044314
134.850,0.044515
134.900,0.045097
134.950,0.046207
135.000,0.046773
135.050,0.047004
135.100,0.047134
135.150,0.047224
135.200,0.047292
135.250,0.047349
135.300,0.047398
135.350,0.047441
135.400,0.047481
135.450,0.047517
135.500,0.047549
135.550,0.047579
135.600,0.047605
135.650,0.047628
135.700,0.047648
135.750,0.047666
135.800,0.047680
135.850,0.047692
135.900,0.047702
135.950,0.047711
136.000,0.047720
136.050,0.047731
136.100,0.047747
136.150,0.047773
136.200,0.047818
136.250,0.047907
136.300,0.048116
136.350,0.048728
136.400,0.050060
136.450,0.051024
136.500,0.051639
136.550,0.052107
136.600,0.052476
136.650,0.052767
136.700,0.052990
136.750,0.053153
136.800,0.053262
136.850,0.053322
136.900,0.053339
136.950,0.053317
137.000,0.053261
137.050,0.053176
137.100,0.053065
137.150,0.052933
137.200,0.052784
137.250,0.052624
137.300,0.052457
137.350,0.052290
137.400,0.052130
137.450,0.051989
137.500,0.051883
137.550,0.051841
137.600,0.051919
137.650,0.052253
137.700,0.053235
137.750,0.056371
137.800,0.065832
137.850,0.073106
137.900,0.073957
137.950,0.072855
138.000,0.071063
138.050,0.068987
138.100,0.066797
138.150,0.064580
138.200,0.062381
138.250,0.060225
138.300,0.058125
138.350,0.056079
138.400,0.054070
138.450,0.052064
138.500,0.049995
138.550,0.047728
138.600,0.044966
138.650,0.040880
138.700,0.032404
138.750,0.008033
138.800,-0.020452
138.850,-0.030030
138.900,-0.033355
138.950,-0.034585
139.000,-0.034913
139.050,-0.034791
139.100,-0.034428
139.150,-0.033929
139.200,-0.033355
139.250,-0.032741
139.300,-0.032110
139.350,-0.031474
139.400,-0.030843
139.450,-0.030220
139.500,-0.029609
139.550,-0.029011
139.600,-0.028428
139.650,-0.027859
139.700,-0.027306
139.750,-0.026767
139.800,-0.026242
139.850,-0.025731
139.900,-0.025234
139.950,-0.024749
140.000,-0.024278
140.050,-0.023818
140.100,-0.023370
140.150,-0.022934
140.200,-0.022508
140.250,-0.022094
140.300,-0.021689
140.350,-0.021294
140.400,-0.020909
140.450,-0.020533
140.500,-0.020166
140.550,-0.019807
140.600,-0.019457
140.650,-0.019115
140.700,-0.018781
140.750,-0.018454
140.800,-0.018135
140.850,-0.017822
140.900,-0.017517
140.950,-0.017218
141.000,-0.016925
141.050,-0.016639
141.100,-0.016359
141.150,-0.016085
141.200,-0.015816
141.250,-0.015553
141.300,-0.015296
141.350,-0.015043
141.400,-0.014796
141.450,-0.014554
141.500,-0.014316
141.550,-0.014084
141.600,-0.013855
141.650,-0.013631
141.700,-0.013412
141.750,-0.013197
141.800,-0.012985
141.850,-0.012778
141.900,-0.012575
141.950,-0.012376
142.000,-0.012180
142.050,-0.011988
142.100,-0.011799
142.150,-0.011614
142.200,-0.011432
142.250,-0.011254
142.300,-0.011078
142.350,-0.010906
142.400,-0.010738
142.450,-0.010572
142.500,-0.010409
142.550,-0.010249
142.600,-0.010092
142.650,-0.009937
142.700,-0.009785
142.750,-0.009636
142.800,-0.009490
142.850,-0.009346
142.900,-0.009205
142.950,-0.009066
143.000,-0.008929
143.050,-0.008795
143.100,-0.008663
143.150,-0.008534
143.200,-0.008406
143.250,-0.008281
143.300,-0.008158
143.350,-0.008037
143.400,-0.007919
143.450,-0.007802
143.500,-0.007687
143.550,-0.007574
143.600,-0.007463
143.650,-0.007354
143.700,-0.007247
143.750,-0.007142
143.800,-0.007038
143.850,-0.006936
143.900,-0.006836
143.950,-0.006738
144.000,-0.006641
144.050,-0.006546
144.100,-0.006453
144.150,-0.006361
144.200,-0.006271
144.250,-0.006182
144.300,-0.006095
144.350,-0.006009
144.400,-0.005925
144.450,-0.005842
144.500,-0.005760
144.550,-0.005680
144.600,-0.005601
144.650,-0.005523
144.700,-0.005447
144.750,-0.005372
144.800,-0.005299
144.850,-0.005226
144.900,-0.005155
144.950,-0.005085
145.000,-0.005016
145.050,-0.004949
145.100,-0.004882
145.150,-0.004817
145.200,-0.004753
145.250,-0.004689
145.300,-0.004627
145.350,-0.004566
145.400,-0.004506
145.450,-0.004447
145.500,-0.004389
145.550,-0.004332
145.600,-0.004276
145.650,-0.004221
145.700,-0.004167
145.750,-0.004113
145.800,-0.004061
145.850,-0.004010
145.900,-0.003959
145.950,-0.003909
146.000,-0.003861
146.050,-0.003813
146.100,-0.003766
146.150,-0.003719
146.200,-0.003674
146.250,-0.003629
146.300,-0.003585
146.350,-0.003542
146.400,-0.003499
146.450,-0.003457
146.500,-0.003416
146.550,-0.003376
146.600,-0.003336
146.650,-0.003297
146.700,-0.003258
146.750,-0.003221
146.800,-0.003183
146.850,-0.003147
146.900,-0.003111
146.950,-0.003076
147.000,-0.003041
147.050,-0.003007
147.100,-0.002974
147.150,-0.002941
147.200,-0.002908
147.250,-0.002876
147.300,-0.002845
147.350,-0.002814
147.400,-0.002784
147.450,-0.002754
147.500,-0.002725
147.550,-0.002696
147.600,-0.002668
147.650,-0.002640
147.700,-0.002613
147.750,-0.002586
147.800,-0.002559
147.850,-0.002533
147.900,-0.002508
147.950,-0.002483
148.000,-0.002458
148.050,-0.002434
148.100,-0.002410
148.150,-0.002386
148.200,-0.002363
148.250,-0.002340
148.300,-0.002318
148.350,-0.002296
148.400,-0.002274
148.450,-0.002253
148.500,-0.002232
148.550,-0.002212
148.600,-0.002192
148.650,-0.002172
148.700,-0.002152
148.750,-0.002133
148.800,-0.002114
148.850,-0.002096
148.900,-0.002078
148.950,-0.002060
149.000,-0.002042
149.050,-0.002025
149.100,-0.002008
149.150,-0.001991
149.200,-0.001975
149.250,-0.001959
149.300,-0.001943
149.350,-0.001928
149.400,-0.001913
149.450,-0.001898
149.500,-0.001883
149.550,-0.001869
149.600,-0.001855
149.650,-0.001841
149.700,-0.001827
149.750,-0.001814
149.800,-0.001801
149.850,-0.001788
149.900,-0.001775
149.950,-0.001763
150.000,-0.001750
150.050,-0.001738
150.100,-0.001727
150.150,-0.001715
150.200,-0.001704
150.250,-0.001693
150.300,-0.001682
