t_ms,ecg_mV
57.300,0.005310
57.350,0.005312
57.400,0.005315
57.450,0.005321
57.500,0.005339
57.550,0.005386
57.600,0.005424
57.650,0.005437
57.700,0.005444
57.750,0.005447
57.800,0.005449
57.850,0.005450
57.900,0.005451
57.950,0.005451
58.000,0.005451
58.050,0.005451
58.100,0.005451
58.150,0.005450
58.200,0.005450
58.250,0.005449
58.300,0.005449
58.350,0.005449
58.400,0.005448
58.450,0.005448
58.500,0.005448
58.550,0.005447
58.600,0.005447
58.650,0.005447
58.700,0.005448
58.750,0.005448
58.800,0.005450
58.850,0.005452
58.900,0.005457
58.950,0.005471
59.000,0.005510
59.050,0.005558
59.100,0.005577
59.150,0.005585
59.200,0.005589
59.250,0.005592
59.300,0.005593
59.350,0.005594
59.400,0.005594
59.450,0.005594
59.500,0.005594
59.550,0.005594
59.600,0.005593
59.650,0.005593
59.700,0.005592
59.750,0.005592
59.800,0.005591
59.850,0.005591
59.900,0.005591
59.950,0.005590
60.000,0.005590
60.050,0.005590
60.100,0.005590
60.150,0.005590
60.200,0.005591
60.250,0.005592
60.300,0.005594
60.350,0.005598
60.400,0.005608
60.450,0.005636
60.500,0.005692
60.550,0.005721
60.600,0.005731
60.650,0.005737
60.700,0.005740
60.750,0.005741
60.800,0.005742
60.850,0.005743
60.900,0.005743
60.950,0.005743
61.000,0.005742
61.050,0.005742
61.100,0.005741
61.150,0.005741
61.200,0.005740
61.250,0.005740
61.300,0.005739
61.350,0.005739
61.400,0.005738
61.450,0.005738
61.500,0.005738
61.550,0.005738
61.600,0.005738
61.650,0.005738
61.700,0.005740
61.750,0.005741
61.800,0.005745
61.850,0.005755
61.900,0.005781
61.950,0.005839
62.000,0.005872
62.050,0.005884
62.100,0.005890
62.150,0.005893
62.200,0.005895
62.250,0.005896
62.300,0.005896
62.350,0.005896
62.400,0.005896
62.450,0.005896
62.500,0.005895
62.550,0.005895
62.600,0.005894
62.650,0.005894
62.700,0.005893
62.750,0.005893
62.800,0.005892
62.850,0.005892
62.900,0.005891
62.950,0.005891
63.000,0.005891
63.050,0.005891
63.100,0.005891
63.150,0.005892
63.200,0.005894
63.250,0.005898
63.300,0.005907
63.350,0.005931
63.400,0.005991
63.450,0.006028
63.500,0.006042
63.550,0.006048
63.600,0.006052
63.650,0.006054
63.700,0.006055
63.750,0.006055
63.800,0.006055
63.850,0.006055
63.900,0.006055
63.950,0.006054
64.000,0.006054
64.050,0.006053
64.100,0.006053
64.150,0.006052
64.200,0.006051
64.250,0.006051
64.300,0.006050
64.350,0.006050
64.400,0.006050
64.450,0.006049
64.500,0.006049
64.550,0.006050
64.600,0.006051
64.650,0.006053
64.700,0.006056
64.750,0.006064
64.800,0.006085
64.850,0.006143
64.900,0.006188
64.950,0.006204
65.000,0.006212
65.050,0.006216
65.100,0.006218
65.150,0.006219
65.200,0.006220
65.250,0.006220
65.300,0.006220
65.350,0.006219
65.400,0.006219
65.450,0.006218
65.500,0.006217
65.550,0.006217
65.600,0.006216
65.650,0.006216
65.700,0.006215
65.750,0.006214
65.800,0.006214
65.850,0.006214
65.900,0.006213
65.950,0.006213
66.000,0.006214
66.050,0.006214
66.100,0.006216
66.150,0.006219
66.200,0.006225
66.250,0.006241
66.300,0.006290
66.350,0.006348
66.400,0.006370
66.450,0.006380
66.500,0.006385
66.550,0.006388
66.600,0.006389
66.650,0.006390
66.700,0.006390
66.750,0.006390
66.800,0.006390
66.850,0.006389
66.900,0.006389
66.950,0.006388
67.000,0.006387
67.050,0.006387
67.100,0.006386
67.150,0.006385
67.200,0.006385
67.250,0.006384
67.300,0.006384
67.350,0.006383
67.400,0.006383
67.450,0.006384
67.500,0.006384
67.550,0.006385
67.600,0.006388
67.650,0.006393
67.700,0.006405
67.750,0.006440
67.800,0.006508
67.850,0.006542
67.900,0.006555
67.950,0.006562
68.000,0.006565
68.050,0.006567
68.100,0.006568
68.150,0.006569
68.200,0.006569
68.250,0.006568
68.300,0.006568
68.350,0.006567
68.400,0.006567
68.450,0.006566
68.500,0.006565
68.550,0.006565
68.600,0.006564
68.650,0.006563
68.700,0.006563
68.750,0.006562
68.800,0.006562
68.850,0.006562
68.900,0.006562
68.950,0.006562
69.000,0.006564
69.050,0.006566
69.100,0.006571
69.150,0.006582
69.200,0.006615
69.250,0.006686
69.300,0.006725
69.350,0.006740
69.400,0.006747
69.450,0.006751
69.500,0.006753
69.550,0.006754
69.600,0.006755
69.650,0.006755
69.700,0.006754
69.750,0.006754
69.800,0.006753
69.850,0.006753
69.900,0.006752
69.950,0.006751
70.000,0.006750
70.050,0.006750
70.100,0.006749
70.150,0.006748
70.200,0.006748
70.250,0.006748
70.300,0.006747
70.350,0.006748
70.400,0.006748
70.450,0.006749
70.500,0.006752
70.550,0.006756
70.600,0.006767
70.650,0.006798
70.700,0.006871
70.750,0.006916
70.800,0.006932
70.850,0.006940
70.900,0.006944
70.950,0.006947
71.000,0.006948
71.050,0.006948
71.100,0.006948
71.150,0.006948
71.200,0.006948
71.250,0.006947
71.300,0.006946
71.350,0.006946
71.400,0.006945
71.450,0.006944
71.500,0.006943
71.550,0.006942
71.600,0.006942
71.650,0.006941
71.700,0.006941
71.750,0.006941
71.800,0.006941
71.850,0.006941
71.900,0.006942
71.950,0.006944
72.000,0.006949
72.050,0.006959
72.100,0.006986
72.150,0.007058
72.200,0.007112
72.250,0.007131
72.300,0.007140
72.350,0.007145
72.400,0.007148
72.450,0.007149
72.500,0.007150
72.550,0.007150
72.600,0.007149
72.650,0.007149
72.700,0.007148
72.750,0.007148
72.800,0.007147
72.850,0.007146
72.900,0.007145
72.950,0.007144
73.000,0.007144
73.050,0.007143
73.100,0.007142
73.150,0.007142
73.200,0.007142
73.250,0.007142
73.300,0.007142
73.350,0.007143
73.400,0.007145
73.450,0.007149
73.500,0.007157
73.550,0.007178
73.600,0.007241
73.650,0.007310
73.700,0.007336
73.750,0.007347
73.800,0.007353
73.850,0.007356
73.900,0.007358
