grel_scale,apd_mean_v,apd_std_v,apd_mean_ca,apd_std_ca
1.0,240.05055938112017,2.3301240877391045,220.27107669054047,10.012303376519423
0.25,240.3707155391296,1.9314028824652925,219.03510375373602,0.7415099938427887
0.5,240.2872195036429,2.0333279044111907,218.7749883092266,0.7264827024375952
0.75,240.1748467404318,2.121045745416178,218.5192108956308,0.7904787584626819
1.25,239.939935925501,3.434146362131172,219.52862071472475,7.073599987945328
1.5,239.48450640682051,9.36338293162998,219.00676472807407,3.682978464478861
2.0,240.05441821790524,2.21220015396401,218.95224615813416,0.7371059460846631
3.0,239.7902482042168,2.3617368201088573,218.77499565622375,0.726482451137073
